Vote ID,File,Order of vote,Date,Title,Procedure,Leg/Non-Leg/Bud,Type of Vote,Voting Rule,Rapporteur,Code,Interinstitutional file number,Link,Committee responsabile,De/Policy area,Subject,"Final 
vote?",Am No.,Author,RCV,Vote,Yeas,No,Abs,ECR,EFD/IDG,EPP,Greens/EFA,NI,REG,S&D,The Left,ECR%,EFD/IDG%,EPP%,Greens/EFA%,NI%,REG%,S&D%,The Left%,General Majority,Right Majority,Left Majority,Consensus
5166,122.0,1.0,"""05.04.2017""","""Certain aspects of company law""","""***I ""","""Leg""","""Draft legislative resolution""","""s""","""Zwiefka""","""A8-0088/2017""","""2015/0283/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0088&language=EN""","""Committee on Legal Affairs ""","""Legal affairs""","""single vote""",1.0,,0,"""RCV""","""+""",626,27,26,62.0,26.0,205.0,48.0,11.0,64.0,166.0,44.0,0.886,0.542,0.928,0.96,0.212,0.955,0.869,0.846,1,0,0,0
5167,122.0,1.0,"""05.04.2017""","""Ratification and accession to the 2010 Protocol to the Hazardous and Noxious Substances Convention with the exception of aspects related to judicial cooperation in civil matters""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Svoboda""","""A8-0076/2017""","""2015/0135/NLE""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0076&language=EN""","""Committee on Legal Affairs ""","""Legal affairs""","""vote: consent """,1.0,,0,"""RCV""","""+""",598,35,59,13.0,44.0,206.0,47.0,10.0,62.0,168.0,48.0,0.186,0.917,0.932,0.94,0.192,0.925,0.88,0.923,1,0,0,0
5168,122.0,1.0,"""05.04.2017""","""Ratification and accession to the 2010 Protocol to the Hazardous and Noxious Substances Convention with regard to aspects related to judicial cooperation in civil matters""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Svoboda""","""A8-0078/2017""","""2015/0136/NLE""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0078&language=EN""","""Committee on Legal Affairs ""","""Legal affairs""","""vote: consent """,1.0,,0,"""RCV""","""+""",603,34,61,11.0,43.0,205.0,47.0,12.0,65.0,172.0,48.0,0.157,0.896,0.928,0.94,0.231,0.97,0.901,0.923,1,0,0,0
5170,122.0,1.0,"""05.04.2017""","""Medical devices""","""***II""","""Leg""","""Draft legislative resolution""","""s""","""Willmott""","""A8-0068/2017""","""2012/0266/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0068&language=EN""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""Proposal to reject the Council position """,1.0,"""1= 2= ""","""EFDD, ENF""","""RCV""","""-""",66,635,2,3.0,51.0,0.0,0.0,11.0,0.0,1.0,0.0,0.043,1.062,0.0,0.0,0.212,0.0,0.005,0.0,0,0,0,0
5171,122.0,1.0,"""05.04.2017""","""In vitro diagnostic medical devices""","""***II""","""Leg""","""Draft legislative resolution""","""s""","""Liese""","""A8-0069/2017""","""2012/0267/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0069&language=EN""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""Proposal to reject the Council position """,1.0,1,"""EFDD""","""RCV""","""-""",59,635,9,3.0,46.0,0.0,0.0,10.0,0.0,0.0,0.0,0.043,0.958,0.0,0.0,0.192,0.0,0.0,0.0,0,0,0,0
5220,125.0,1.0,"""27.04.2017""","""EU trade mark""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Zwiefka""","""A8-0054/2017""","""2016/0345/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0054&language=EN""","""Committee on Legal Affairs""","""Legal affairs""","""single vote""",1.0,,0,"""RCV""","""+""",596,28,6,55.0,39.0,192.0,48.0,9.0,58.0,151.0,44.0,0.786,0.812,0.869,0.96,0.173,0.866,0.791,0.846,1,0,0,0
5221,125.0,1.0,"""27.04.2017""","""Minamata Convention on Mercury""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Eck""","""A8-0067/2017""","""2016/0021/NLE""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0067&language=EN""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""vote: consent""",1.0,,0,"""RCV""","""+""",592,21,21,58.0,27.0,194.0,48.0,12.0,58.0,151.0,44.0,0.829,0.562,0.878,0.96,0.231,0.866,0.791,0.846,1,0,0,0
5358,126.0,1.0,"""16.05.2017""","""Protocol to the EU-Mongolia Framework Agreement on Partnership and Cooperation (accession of Croatia)""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Scholz""","""A8-0074/2017""","""2015/0113/NLE""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0074&language=EN""","""Committee on Foreign Affairs""","""Foreign and security policy""","""vote: consent""",1.0,,0,"""RCV""","""+""",585,52,15,57.0,21.0,193.0,46.0,9.0,61.0,165.0,33.0,0.814,0.438,0.873,0.92,0.173,0.91,0.864,0.635,1,0,0,0
5359,126.0,1.0,"""16.05.2017""","""EU-Bosnia and Herzegovina Stabilisation and Association Agreement (accession of Croatia)""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Preda""","""A8-0169/2017""","""2016/0311/NLE""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0169&language=EN""","""Committee on Foreign Affairs""","""Foreign and security policy""","""vote: consent""",1.0,,0,"""RCV""","""+""",592,54,21,59.0,17.0,198.0,49.0,6.0,61.0,168.0,34.0,0.843,0.354,0.896,0.98,0.115,0.91,0.88,0.654,1,0,0,0
5360,126.0,1.0,"""16.05.2017""","""EU-Norway Agreement on supplementary rules in relation to the instrument for financial support for external borders and visa""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Zdechovský""","""A8-0174/2017""","""2016/0322/NLE""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0174&language=EN""","""Committee on Civil Liberties, Justice and Home Affairs""","""Civil liberties, justice & home affairs""","""vote: consent""",1.0,,0,"""RCV""","""+""",561,33,77,46.0,24.0,198.0,50.0,8.0,62.0,169.0,4.0,0.657,0.5,0.896,1.0,0.154,0.925,0.885,0.077,1,0,0,0
5361,126.0,1.0,"""16.05.2017""","""EU accession to the International Cotton Advisory Committee (ICAC)""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Ruas""","""A8-0187/2017""","""2016/0349/NLE""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0187&language=EN""","""Committee on International Trade""","""International trade""","""vote: consent""",1.0,,0,"""RCV""","""+""",617,57,5,59.0,23.0,202.0,50.0,8.0,62.0,171.0,42.0,0.843,0.479,0.914,1.0,0.154,0.925,0.895,0.808,1,0,0,0
5390,128.0,1.0,"""18.05.2017""","""Cross-border portability of online content services in the internal market""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Cavada""","""A8-0378/2016""","""2015/0284/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0378&language=EN""","""Committee on Legal Affairs""","""Legal affairs""","""Provisional agreement""",1.0,54,"""committee""","""RCV""","""+""",586,34,8,55.0,31.0,183.0,43.0,6.0,61.0,168.0,39.0,0.786,0.646,0.828,0.86,0.115,0.91,0.88,0.75,1,0,0,0
5419,129.0,1.0,"""01.06.2017""","""Introduction of temporary autonomous trade measures for Ukraine""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Wałęsa""","""A8-0193/2017""","""2016/0308/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0193&language=EN""","""Committee on International Trade""","""International trade""","""single vote""",1.0,,0,"""RCV""","""+""",475,102,61,49.0,17.0,178.0,7.0,4.0,60.0,159.0,1.0,0.7,0.354,0.805,0.14,0.077,0.896,0.832,0.019,1,0,0,0
5420,129.0,1.0,"""01.06.2017""","""Uniform format for visas""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Kaufmann""","""A8-0028/2016""","""2015/0134/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0028&language=EN""","""Committee on Civil Liberties, Justice and Home Affairs""","""Civil liberties, justice & home affairs""","""Provisional agreement""",1.0,1,"""committee""","""RCV""","""+""",606,9,25,61.0,38.0,186.0,42.0,11.0,62.0,164.0,42.0,0.871,0.792,0.842,0.84,0.212,0.925,0.859,0.808,1,0,0,0
5421,129.0,1.0,"""01.06.2017""","""Multiannual Framework for the EU Agency for Fundamental Rights for 2018-2022""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Mlinar""","""A8-0177/2017""","""2016/0204/APP""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0177&language=EN""","""Committee on Civil Liberties, Justice and Home Affairs""","""Civil liberties, justice & home affairs""","""vote: consent""",1.0,,0,"""RCV""","""+""",540,77,23,25.0,16.0,183.0,42.0,3.0,62.0,166.0,43.0,0.357,0.333,0.828,0.84,0.058,0.925,0.869,0.827,1,0,1,0
5462,131.0,9.0,"""14.06.2017""","""Binding annual greenhouse gas emission reductions to meet commitments under the Paris Agreement""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Gerbrandy""","""A8-0208/2017""","""2016/0231/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0208&language=EN""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",534,88,56,37.0,16.0,166.0,45.0,7.0,61.0,170.0,32.0,0.529,0.333,0.751,0.9,0.135,0.91,0.89,0.615,1,0,0,0
5497,134.0,1.0,"""04.07.2017""","""EU-Kosovo Framework Agreement on the general principles for the participation of Kosovo in Union programmes""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Lunacek""","""A8-0207/2017""","""2013/0115/NLE""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0207&language=EN""","""Committee on Foreign Affairs""","""Foreign and security policy""","""vote: consent""",1.0,,0,"""RCV""","""+""",535,99,62,53.0,15.0,180.0,48.0,7.0,57.0,167.0,8.0,0.757,0.312,0.814,0.96,0.135,0.851,0.874,0.154,1,0,0,0
5514,134.0,10.0,"""04.07.2017""","""Disclosure of income tax information by certain undertakings and branches""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Bayet/Regner""","""A8-0227/2017""","""2016/0107/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0227&language=EN""","""Committee on Economic and Monetary Affairs, Committee on Legal Affairs
""","""Economic & monetary affairs""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",534,98,62,54.0,3.0,196.0,48.0,7.0,58.0,168.0,0.0,0.771,0.062,0.887,0.96,0.135,0.866,0.88,0.0,1,0,0,0
5530,135.0,1.0,"""05.07.2017""","""Agreement to amend the Montreal Protocol on substances that deplete the ozone layer, adopted in Kigali""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Konečná""","""A8-0237/2017""","""2017/0016/NLE""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0237&language=EN""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""vote: consent""",1.0,,0,"""RCV""","""+""",604,31,19,57.0,26.0,192.0,39.0,13.0,56.0,175.0,46.0,0.814,0.542,0.869,0.78,0.25,0.836,0.916,0.885,1,0,0,0
5531,135.0,1.0,"""05.07.2017""","""Convention on long-range transboundary air pollution to abate acidification, eutrophication and ground-level ozone""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Vălean""","""A8-0241/2017""","""2013/0448/NLE""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0241&language=EN""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""vote: consent""",1.0,,0,"""RCV""","""+""",630,10,25,61.0,40.0,192.0,41.0,15.0,57.0,178.0,46.0,0.871,0.833,0.869,0.82,0.288,0.851,0.932,0.885,1,0,0,0
5532,135.0,1.0,"""05.07.2017""","""Conclusion of the EU-Cuba Political Dialogue and Cooperation Agreement (Consent)""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Valenciano""","""A8-0232/2017""","""2016/0298/NLE""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0232&language=EN""","""Committee on Foreign Affairs""","""Foreign and security policy""","""vote: consent""",1.0,,0,"""RCV""","""+""",567,65,31,42.0,16.0,180.0,41.0,7.0,57.0,178.0,46.0,0.6,0.333,0.814,0.82,0.135,0.851,0.932,0.885,1,0,1,0
5540,135.0,1.0,"""05.07.2017""","""Fight against fraud to the Union's financial interests by means of criminal law""","""***II""","""Leg""","""Draft legislative resolution""","""s""","""Gräßle/López Aguilar""","""A8-0230/2017""","""2012/0193/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0230&language=EN""","""Committee on Budgetary Control, Committee on Civil Liberties, Justice and Home Affairs""","""Budgetary control""","""Proposal to reject the Commission proposal""",1.0,1,"""EFDD""","""RCV""","""-""",74,510,82,3.0,44.0,1.0,1.0,11.0,0.0,2.0,12.0,0.043,0.917,0.005,0.02,0.212,0.0,0.01,0.231,0,0,0,0
5643,137.0,1.0,"""12.09.2017""","""EU-Iceland Agreement on the protection of geographical indications for agricultural products and foodstuffs""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Borrelli""","""A8-0254/2017""","""2016/0252/NLE""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0254&language=EN""","""Committee on International Trade""","""International trade""","""vote: consent""",1.0,,0,"""RCV""","""+""",665,7,18,68.0,48.0,202.0,47.0,17.0,59.0,179.0,45.0,0.971,1.0,0.914,0.94,0.327,0.881,0.937,0.865,1,0,0,0
5644,137.0,1.0,"""12.09.2017""","""EU-Iceland Agreement concerning additional trade preferences in agricultural products""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Borrelli""","""A8-0256/2017""","""2016/0293/NLE""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0256&language=EN""","""Committee on International Trade""","""International trade""","""vote: consent""",1.0,,0,"""RCV""","""+""",637,8,46,67.0,48.0,203.0,31.0,17.0,58.0,179.0,34.0,0.957,1.0,0.919,0.62,0.327,0.866,0.937,0.654,1,1,0,0
5654,138.0,1.0,"""13.09.2017""","""Multilateral Agreement on the establishment of a European Common Aviation Area (ECAA)""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Zīle""","""A8-0260/2017""","""2006/0036/NLE""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0260&language=EN""","""Committee on Transport and Tourism""","""Transport & tourism""","""vote: consent""",1.0,,0,"""RCV""","""+""",599,38,30,63.0,21.0,197.0,47.0,10.0,59.0,171.0,31.0,0.9,0.438,0.891,0.94,0.192,0.881,0.895,0.596,1,0,0,0
5671,138.0,12.0,"""13.09.2017""","""EU Emissions Trading System (EU ETS): continuing current limitations of scope for aviation activities and preparing to implement a global market-based measure from 2021""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Girling""","""A8-0258/2017""","""2017/0017/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0258&language=EN""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",601,69,26,64.0,17.0,202.0,51.0,10.0,60.0,178.0,19.0,0.914,0.354,0.914,1.02,0.192,0.896,0.932,0.365,1,0,0,0
5675,138.0,4.0,"""13.09.2017""","""Inclusion of greenhouse gas emissions and removals from land use, land use change and forestry into the 2030 climate and energy framework""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Lins""","""A8-0262/2017""","""2016/0230/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0262&language=EN""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",532,144,20,55.0,9.0,199.0,5.0,11.0,62.0,171.0,20.0,0.786,0.188,0.9,0.1,0.212,0.925,0.895,0.385,1,0,0,0
5676,138.0,1.0,"""13.09.2017""","""Uniform format for residence permits for third country nationals""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Halla-aho""","""A8-0065/2017""","""2016/0198/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0065&language=EN""","""Committee on Civil Liberties, Justice and Home Affairs""","""cIvil liberties, justice & home affairs""","""Provisional agreement""",1.0,1,"""committee""","""RCV""","""+""",614,11,67,63.0,17.0,203.0,50.0,6.0,62.0,172.0,41.0,0.9,0.354,0.919,1.0,0.115,0.925,0.901,0.788,1,0,0,0
5716,139.0,29.0,"""14.09.2017""","""Accessibility requirements for products and services""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Løkkegaard""","""A8-0188/2017""","""2015/0278/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0188&language=EN""","""Committee on the Internal Market and Consumer Protection""","""Internal market & consumer protection""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",537,12,89,56.0,20.0,167.0,48.0,11.0,62.0,165.0,8.0,0.8,0.417,0.756,0.96,0.212,0.925,0.864,0.154,1,0,0,0
5718,139.0,1.0,"""14.09.2017""","""EU-Chile Agreement on trade in organic products""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Rodríguez-Piñero Fernández""","""A8-0257/2017""","""2016/0383/NLE""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0257&language=EN""","""Committee on International Trade""","""International trade""","""vote: consent """,1.0,,0,"""RCV""","""+""",556,73,4,54.0,37.0,179.0,47.0,13.0,62.0,162.0,2.0,0.771,0.771,0.81,0.94,0.25,0.925,0.848,0.038,1,0,0,0
5719,139.0,1.0,"""14.09.2017""","""Protocol to the EU-Chile Association Agreement (accession of Croatia)""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Rodríguez-Piñero Fernández""","""A8-0277/2017""","""2017/0042/NLE""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0277&language=EN""","""Committee on International Trade""","""International trade""","""vote: consent """,1.0,,0,"""RCV""","""+""",581,43,10,54.0,36.0,179.0,49.0,14.0,59.0,159.0,31.0,0.771,0.75,0.81,0.98,0.269,0.881,0.832,0.596,1,0,0,0
5730,139.0,6.0,"""14.09.2017""","""Multi-annual plan for demersal stocks in the North Sea and the fisheries exploiting those stocks ""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Rodust""","""A8-0263/2017""","""2016/0238/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0263&language=EN""","""Committee on Fisheries""","""Fisheries""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",378,232,19,17.0,43.0,13.0,46.0,13.0,58.0,157.0,31.0,0.243,0.896,0.059,0.92,0.25,0.866,0.822,0.596,0,0,0,0
5731,139.0,1.0,"""14.09.2017""","""Establishing an instrument contributing to stability and peace""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Danjean""","""A8-0261/2017""","""2016/0207/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0261&language=EN""","""Committee on Foreign Affairs""","""Foreign and security policy""","""Vote: decision to enter into negotiations""",1.0,,0,"""RCV""","""+""",430,157,23,49.0,3.0,175.0,3.0,6.0,53.0,141.0,0.0,0.7,0.062,0.792,0.06,0.115,0.791,0.738,0.0,1,0,0,0
5821,141.0,1.0,"""04.10.2017""","""Agreement establishing the EU-LAC International Foundation""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Couso Permuy""","""A8-0279/2017""","""2016/0217/NLE""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0279&language=EN""","""Committee on Foreign Affairs""","""Foreign and security policy""","""vote: consent""",1.0,,0,"""RCV""","""+""",626,36,27,57.0,21.0,196.0,49.0,8.0,66.0,184.0,45.0,0.814,0.438,0.887,0.98,0.154,0.985,0.963,0.865,1,0,0,0
5845,142.0,1.0,"""05.10.2017""","""Enhanced cooperation: European Public Prosecutor's Office""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Matera""","""A8-0290/2017""","""2013/0255/APP""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0290&language=EN""","""Committee on Civil Liberties, Justice and Home Affairs""","""Civil liberties, justice & home affairs""","""vote: consent""",1.0,,0,"""RCV""","""+""",456,115,60,7.0,17.0,166.0,37.0,5.0,57.0,161.0,6.0,0.1,0.354,0.751,0.74,0.096,0.851,0.843,0.115,1,0,0,0
5849,144.0,1.0,"""24.10.2017""","""EU-Morocco Euro-Mediterranean Aviation Agreement""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Riquet""","""A8-0303/2017""","""2006/0048/NLE""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0303&language=EN""","""Committee on Transport and Tourism""","""Transport & tourism""","""vote: consent""",1.0,,0,"""RCV""","""+""",511,112,40,66.0,16.0,194.0,3.0,10.0,54.0,165.0,3.0,0.943,0.333,0.878,0.06,0.192,0.806,0.864,0.058,1,0,0,0
5882,144.0,29.0,"""24.10.2017""","""CE marked fertilising products""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Ţurcanu""","""A8-0270/2017""","""2016/0084/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0270&language=EN""","""Committee on the Internal Market and Consumer Protection""","""Internal market & consumer protection""","""vote : Commission proposal""",1.0,,0,"""RCV""","""+""",298,234,135,12.0,7.0,18.0,45.0,4.0,50.0,159.0,3.0,0.171,0.146,0.081,0.9,0.077,0.746,0.832,0.058,0,0,0,0
5884,144.0,1.0,"""24.10.2017""","""Common Fisheries Policy: implementation of the landing obligation""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Cadec""","""A8-0285/2017""","""2017/0190/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0285&language=EN""","""Committee on Fisheries""","""Fisheries""","""vote : Commission proposal""",1.0,,0,"""RCV""","""+""",599,57,2,62.0,37.0,195.0,50.0,12.0,57.0,172.0,14.0,0.886,0.771,0.882,1.0,0.231,0.851,0.901,0.269,1,0,0,0
6043,146.0,1.0,"""26.10.2017""","""Respect for private life and the protection of personal data in electronic communications and repealing Directive 2002/58/EC (Regulation on Privacy and Electronic Communications)""","""***I""","""Leg""","""Draft legislative resolution""","""s ""","""Lauristin""","""A8-0324/2017""","""2017/0003/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0324&language=EN""","""Committee on Civil Liberties, Justice and Home Affairs""","""Civil liberties, justice & home affairs""","""Vote: decision to enter into negotiations""",1.0,,0,"""RCV""","""+""",318,280,20,3.0,14.0,10.0,41.0,11.0,43.0,157.0,39.0,0.043,0.292,0.045,0.82,0.212,0.642,0.822,0.75,0,0,1,0
6104,149.0,1.0,"""15.11.2017""","""Period for adopting delegated acts""","""***I""","""Leg""","""Motion for resolution""","""s""","""Meissner""","""A8-0332/2017""","""2017/0060/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0332&language=EN""","""Committee on Transport and Tourism""","""Transport & tourism""","""single vote""",1.0,,0,"""RCV""","""+""",615,36,18,61.0,40.0,195.0,43.0,12.0,55.0,171.0,38.0,0.871,0.833,0.882,0.86,0.231,0.821,0.895,0.731,1,0,0,0
6153,150.0,1.0,"""16.11.2017""","""Establishing the criteria and mechanisms for determining the Member State responsible for examining an application for international protection lodged in one of the Member States by a third-country national or a stateless person (recast)""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Wikström""","""A8-0345/2017""","""2016/0133/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0345&language=EN""","""Committee on Civil Liberties, Justice and Home Affairs""","""Civil liberties, justice & home affairs""","""Vote: decision to enter into negotiations""",1.0,,0,"""RCV""","""+""",390,175,44,3.0,0.0,123.0,36.0,1.0,49.0,143.0,35.0,0.043,0.0,0.557,0.72,0.019,0.731,0.749,0.673,0,0,1,0
6154,150.0,1.0,"""16.11.2017""","""EU-New Zealand Partnership Agreement on Relations and Cooperation (Consent)""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Tannock""","""A8-0327/2017""","""2016/0366/NLE""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0327&language=EN""","""Committee on Foreign Affairs""","""Foreign and security policy""","""vote: consent""",1.0,,0,"""RCV""","""+""",511,57,40,58.0,20.0,177.0,33.0,12.0,58.0,152.0,1.0,0.829,0.417,0.801,0.66,0.231,0.866,0.796,0.019,1,0,0,0
6196,151.0,1.0,"""30.11.2017""","""Changes to the resources for economic, social and territorial cohesion and to the resources for the investment for growth and jobs goal and for the European territorial cooperation goal""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Mihaylova""","""A8-0358/2017""","""2017/0247/COD""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0358&language=EN""","""Committee on Regional Development""","""Regional development""","""single vote""",1.0,,0,"""RCV""","""+""",561,46,38,38.0,16.0,193.0,42.0,10.0,59.0,163.0,40.0,0.543,0.333,0.873,0.84,0.192,0.881,0.853,0.769,1,0,1,0
6197,151.0,1.0,"""30.11.2017""","""EU-Egypt Agreement for scientific and technological cooperation: participation of Egypt in the Partnership for Research and Innovation in the Mediterranean Area (PRIMA)""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Sakorafa""","""A8-0353/2017""","""2017/0196/NLE""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0353&language=EN""","""Committee on Industry, Research and Energy""","""Industry, research & energy""","""vote: consent""",1.0,,0,"""RCV""","""+""",596,33,18,43.0,39.0,195.0,42.0,11.0,59.0,162.0,45.0,0.614,0.812,0.882,0.84,0.212,0.881,0.848,0.865,1,0,0,0
6198,151.0,1.0,"""30.11.2017""","""EU-Algeria Agreement for scientific and technological cooperation: participation of Algeria in the Partnership for Research and Innovation in the Mediterranean Area (PRIMA)""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Sakorafa""","""A8-0354/2017""","""2017/0197/NLE""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0354&language=EN""","""Committee on Industry, Research and Energy""","""Industry, research & energy""","""vote: consent""",1.0,,0,"""RCV""","""+""",596,30,19,42.0,40.0,194.0,42.0,10.0,58.0,165.0,45.0,0.6,0.833,0.878,0.84,0.192,0.866,0.864,0.865,1,0,0,0
6199,151.0,1.0,"""30.11.2017""","""EU-Jordan Agreement for scientific and technological cooperation: participation of Jordan in the Partnership for Research and Innovation in the Mediterranean Area (PRIMA)""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Sakorafa""","""A8-0355/2017""","""2017/0200/NLE""","""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0355&language=EN""","""Committee on Industry, Research and Energy""","""Industry, research & energy""","""vote: consent""",1.0,,0,"""RCV""","""+""",596,29,22,42.0,39.0,195.0,42.0,11.0,58.0,164.0,45.0,0.6,0.812,0.882,0.84,0.212,0.866,0.859,0.865,1,0,0,0
