Vote ID,File,Order of vote,Date,Title,Procedure,Leg/Non-Leg/Bud,Type of Vote,Voting Rule,Rapporteur,Code,Interinstitutional file number,Link,Committee responsabile,Policy area,Subject,Final vote?,Am No.,Author,RCV,Vote,Yes,No,Abs,ECR,EFD/IDG,EPP,Greens/EFA,NI,REG,S&D,The Left,ECR%,EFD/IDG%,EPP%,Greens/EFA%,NI%,REG%,S&D%,The Left%,General Majority,Right Majority,Left Majority,Consensus
3260,51,1,"""19.10.2020""","""Amending Regulation (EU) No 168/2013 as regards specific measures on L-category end-of-series vehicles in response to the COVID-19 pandemic""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Grapini""","""A9-0190/2020""","""2020/0251/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0190_EN.html""","""Committee on the Internal Market and Consumer Protection""","""Internal market & consumer protection""","""single vote""",1.0,,0,"""RCV""","""+""",677,4,6,63.0,63.0,171.0,68.0,37.0,103.0,140.0,32.0,1.016,0.863,0.94,0.919,0.649,0.954,0.909,0.78,1,0,0,0
3988,55,602,"""23.10.2020""","""Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Jahr""","""A8-0200/2019""","""2018/0216/COD""","""https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html""","""Committee on Agriculture and Rural Development""","""Agriculture""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",425,212,51,42.0,45.0,152.0,0.0,24.0,85.0,77.0,0.0,0.677,0.616,0.835,0.0,0.421,0.787,0.5,0.0,0,0,0,0
3989,55,603,"""23.10.2020""","""Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Jahr""","""A8-0200/2019""","""2018/0216/COD""","""https://www.europarl.europa.eu/doceo/document/A-8-2019-0200_EN.html""","""Committee on Agriculture and Rural Development""","""Agriculture""","""vote: referral back""",1.0,,0,"""RCV""","""+""",474,189,24,52.0,60.0,157.0,0.0,27.0,88.0,83.0,7.0,0.839,0.822,0.863,0.0,0.474,0.815,0.539,0.171,0,1,0,0
4072,55,83,"""23.10.2020""","""Common agricultural policy: financing, management and monitoring""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Müller""","""A8-0199/2019""","""2018/0217/COD""","""https://www.europarl.europa.eu/doceo/document/A-8-2019-0199_EN.html""","""Committee on Agriculture and Rural Development""","""Agriculture""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",434,185,69,50.0,39.0,168.0,0.0,25.0,61.0,91.0,0.0,0.806,0.534,0.923,0.0,0.439,0.565,0.591,0.0,0,0,0,0
4073,55,84,"""23.10.2020""","""Common agricultural policy: financing, management and monitoring""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Müller""","""A8-0199/2019""","""2018/0217/COD""","""https://www.europarl.europa.eu/doceo/document/A-8-2019-0199_EN.html""","""Committee on Agriculture and Rural Development""","""Agriculture""","""vote: referral back""",1.0,,0,"""RCV""","""+""",586,79,23,54.0,61.0,172.0,71.0,31.0,91.0,97.0,9.0,0.871,0.836,0.945,0.959,0.544,0.843,0.63,0.22,0,0,0,0
4312,55,79,"""23.10.2020""","""Common agricultural policy – Amendment of the CMO and other Regulations""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Andrieu""","""A8-0198/2019""","""2018/0218/COD""","""https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html""","""Committee on Agriculture and Rural Development""","""Agriculture""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",463,133,92,44.0,21.0,170.0,0.0,24.0,78.0,109.0,17.0,0.71,0.288,0.934,0.0,0.421,0.722,0.708,0.415,1,0,0,0
4313,55,80,"""23.10.2020""","""Common agricultural policy – Amendment of the CMO and other Regulations""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Andrieu""","""A8-0198/2019""","""2018/0218/COD""","""https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html""","""Committee on Agriculture and Rural Development""","""Agriculture""","""vote: referral back""",1.0,,0,"""RCV""","""+""",621,42,24,54.0,60.0,172.0,71.0,34.0,97.0,113.0,20.0,0.871,0.822,0.945,0.959,0.596,0.898,0.734,0.488,1,0,0,0
4496,56,1,"""11.11.2020""","""Introducing exceptional trade measures for countries and territories participating in or linked to the European Union's Stabilisation and Association process""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Maurel""","""A9-0175/2020""","""2020/0051/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0175_EN.html""","""Committee on International Trade""","""International trade""","""single vote""",1.0,,0,"""RCV""","""+""",604,33,49,52.0,13.0,167.0,71.0,31.0,100.0,140.0,30.0,0.839,0.178,0.918,0.959,0.544,0.926,0.909,0.732,1,0,0,0
4500,56,1,"""11.11.2020""","""EU/Senegal Fisheries Partnership Agreement: implementation of the Agreement. Protocol""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Bilbao Barandica""","""A9-0180/2020""","""2019/0226/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0180_EN.html""","""Committee on Fisheries""","""Fisheries""","""vote: consent""",1.0,,0,"""RCV""","""+""",524,47,115,58.0,26.0,169.0,2.0,17.0,97.0,135.0,20.0,0.935,0.356,0.929,0.027,0.298,0.898,0.877,0.488,1,0,0,0
4502,56,1,"""11.11.2020""","""EU/Seychelles Sustainable Fisheries Partnership Agreement and Implementation. Protocol (2020-2026)""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Roose""","""A9-0185/2020""","""2020/0002/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0185_EN.html""","""Committee on Fisheries""","""Fisheries""","""vote: consent""",1.0,,0,"""RCV""","""+""",504,70,112,57.0,26.0,169.0,2.0,17.0,97.0,136.0,0.0,0.919,0.356,0.929,0.027,0.298,0.898,0.883,0.0,1,0,0,0
4503,56,1,"""11.11.2020""","""Agreement between the European Union and the government of the People's Republic of China""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Winkler""","""A9-0199/2020""","""2020/0089/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0199_EN.html""","""Committee on International Trade""","""International trade""","""vote: consent""",1.0,,0,"""RCV""","""+""",645,22,18,60.0,60.0,168.0,52.0,34.0,98.0,134.0,39.0,0.968,0.822,0.923,0.703,0.596,0.907,0.87,0.951,1,0,0,0
4723,58,69,"""13.11.2020""","""Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”)""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Buşoi""","""A9-0196/2020""","""2020/0102/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",615,34,39,49.0,24.0,171.0,66.0,29.0,102.0,140.0,34.0,0.79,0.329,0.94,0.892,0.509,0.944,0.909,0.829,1,0,0,0
4724,58,70,"""13.11.2020""","""Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”)""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Buşoi""","""A9-0196/2020""","""2020/0102/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""vote: referral back""",1.0,,0,"""RCV""","""+""",633,22,33,55.0,34.0,171.0,66.0,31.0,102.0,140.0,34.0,0.887,0.466,0.94,0.892,0.544,0.944,0.909,0.829,1,0,0,0
4798,58,59,"""13.11.2020""","""InvestEU Programme""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Fernandes/Tinagli""","""A9-0203/2020""","""2020/0108/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0203_EN.html""","""Committee on Budgets/Committee on Economic and Monetary Affairs""","""Budget""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",480,142,64,49.0,24.0,166.0,0.0,12.0,95.0,132.0,2.0,0.79,0.329,0.912,0.0,0.211,0.88,0.857,0.049,1,0,0,0
4799,58,60,"""13.11.2020""","""InvestEU Programme""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Fernandes/Tinagli""","""A9-0203/2020""","""2020/0108/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0203_EN.html""","""Committee on Budgets/Committee on Economic and Monetary Affairs""","""Budget""","""vote: referral back""",1.0,,0,"""RCV""","""+""",539,136,11,51.0,43.0,167.0,0.0,22.0,101.0,132.0,23.0,0.823,0.589,0.918,0.0,0.386,0.935,0.857,0.561,1,0,0,0
4852,59,1,"""23.11.2020""","""Union General Export Authorisation for the export of certain dual-use items from the Union to the United Kingdom of Great Britain and Northern Ireland""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Lange""","""C9-0345/2020""","""2020/0313/COD""","""https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2020/0313(COD)""","""Committee on International Trade""","""International trade""","""C9-0345/2020 Union General Export Authorisation for the export of certain dual-use items from the Union to the United Kingdom of Great Britain and Northern Ireland""",1.0,,0,"""RCV""","""+""",679,9,4,62.0,61.0,174.0,68.0,37.0,102.0,143.0,32.0,1.0,0.836,0.956,0.919,0.649,0.944,0.929,0.78,1,0,0,0
4854,62,3,"""26.11.2020""","""Union General Export Authorisation for the export of certain dual-use items from the Union to the United Kingdom of Great Britain and Northern Ireland""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Lange""","""C9-0345/2020""","""2020/0313/COD""","""https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2020/0313(COD)""","""Committee on International Trade""","""International trade""","""Vote: Commission proposal""",1.0,,0,"""RCV""","""+""",653,10,31,64.0,62.0,174.0,71.0,35.0,100.0,141.0,6.0,1.032,0.849,0.956,0.959,0.614,0.926,0.916,0.146,1,0,0,0
4880,61,20,"""25.11.2020""","""Markets in financial instruments: Amending information requirements, product governance requirements and position limits to help the recovery from the COVID-19 pandemic""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Ferber""","""A9-0208/2020""","""2020/0152/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0208_EN.html""","""Committee on Economic and Monetary Affairs""","""Economic & monetary affairs""","""vote: Commission proposal""",1.0,,"""original text""","""RCV""","""+""",361,156,179,60.0,17.0,169.0,0.0,16.0,97.0,2.0,0.0,0.968,0.233,0.929,0.0,0.281,0.898,0.013,0.0,0,0,0,0
4881,61,21,"""25.11.2020""","""Markets in financial instruments: Amending information requirements, product governance requirements and position limits to help the recovery from the COVID-19 pandemic""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Ferber""","""A9-0208/2020""","""2020/0152/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0208_EN.html""","""Committee on Economic and Monetary Affairs""","""Economic & monetary affairs""","""vote: referral back""",1.0,,"""original text""","""RCV""","""+""",367,149,177,59.0,18.0,169.0,3.0,18.0,98.0,2.0,0.0,0.952,0.247,0.929,0.041,0.316,0.907,0.013,0.0,0,0,0,0
4906,61,2,"""25.11.2020""","""The application of Union tariff rate quotas and other import quotas""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Hansen""","""A9-0216/2020""","""2020/0176/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0216_EN.html""","""Committee on International Trade""","""International trade""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",686,3,7,63.0,57.0,175.0,69.0,38.0,103.0,142.0,39.0,1.016,0.781,0.962,0.932,0.667,0.954,0.922,0.951,1,0,0,0
5152,62,2,"""26.11.2020""","""Elimination of customs duties on certain products""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Lange""","""A9-0217/2020""","""2020/0253/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0217_EN.html""","""Committee on International Trade""","""International trade""","""vote: resolution (as a whole)""",1.0,,0,"""RCV""","""+""",638,45,11,60.0,62.0,174.0,69.0,33.0,99.0,141.0,0.0,0.968,0.849,0.956,0.932,0.579,0.917,0.916,0.0,1,0,0,0
5200,63,1,"""14.12.2020""","""Certain aspects of railway safety and connectivity with regard to the Channel Tunnel""","""***I""","""Leg""","""Draft legislative resolution""","""s""",0,"""C9-0379/2020""","""2020/0347/COD""","""https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2020/0347(COD)""","""Committee on Transport and Tourism ""","""Transport & tourism""","""C9-0379 Certain aspects of railway safety and connectivity with regard to the Channel Tunnel""",1.0,,0,"""RCV""","""+""",687,4,4,64.0,62.0,172.0,70.0,37.0,101.0,142.0,39.0,1.032,0.849,0.945,0.946,0.649,0.935,0.922,0.951,1,0,0,0
5201,66,2,"""17.12.2020""","""Certain aspects of railway safety and connectivity with regard to the Channel Tunnel""","""***I""","""Leg""","""Draft legislative resolution""","""s""",0,"""C9-0379/2020""","""2020/0347/COD""","""https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2020/0347(COD)""","""Committee on Transport and Tourism ""","""Transport & tourism""","""Vote: Commission proposal""",1.0,,0,"""RCV""","""+""",684,3,2,63.0,60.0,174.0,70.0,39.0,98.0,142.0,38.0,1.016,0.822,0.956,0.946,0.684,0.907,0.922,0.927,1,0,0,0
5202,63,1,"""14.12.2020""","""Management, conservation and control measures applicable in the Inter-American Tropical Tuna Convention area""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Ferreira""","""A9-0231/2020""","""2020/0139/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0231_EN.html""","""Committee on Fisheries""","""Fisheries""","""single vote""",1.0,,0,"""RCV""","""+""",663,17,15,59.0,46.0,173.0,70.0,33.0,101.0,142.0,39.0,0.952,0.63,0.951,0.946,0.579,0.935,0.922,0.951,1,0,0,0
5203,63,1,"""14.12.2020""","""Conclusion of the EU-Japan Civil Aviation Safety Agreement""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Monteiro de Aguiar""","""A9-0239/2020""","""2019/0275/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0239_EN.html""","""Committee on Transport and Tourism""","""Transport & tourism""","""vote: consent""",1.0,,0,"""RCV""","""+""",678,7,10,64.0,62.0,173.0,70.0,38.0,101.0,142.0,28.0,1.032,0.849,0.951,0.946,0.667,0.935,0.922,0.683,1,0,0,0
5204,63,1,"""14.12.2020""","""EC/Mauritania Fisheries Partnership Agreement: extension of the Protocol""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Schreijer‑Pierik""","""A9-0244/2020""","""2020/0274/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0244_EN.html""","""Committee on Fisheries""","""Fisheries""","""vote: consent""",1.0,,0,"""RCV""","""+""",570,38,87,56.0,2.0,170.0,55.0,26.0,100.0,142.0,19.0,0.903,0.027,0.934,0.743,0.456,0.926,0.922,0.463,1,0,0,0
5205,63,1,"""14.12.2020""","""EU/Cook Islands Sustainable Fisheries Partnership Agreement: extension of the implementation Protocol""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Bellamy""","""A9-0243/2020""","""2020/0275/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0243_EN.html""","""Committee on Fisheries""","""Fisheries""","""vote: consent""",1.0,,0,"""RCV""","""+""",639,29,27,58.0,42.0,173.0,70.0,31.0,101.0,142.0,22.0,0.935,0.575,0.951,0.946,0.544,0.935,0.922,0.537,1,0,0,0
5206,64,1,"""15.12.2020""","""Basic road freight and road passenger connectivity at the end of the transition period with regard to the withdrawal of the United Kingdom from the Union""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Danielsson""","""C9-0399/2020""","""2020/0362/COD""","""https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2020/0362(COD)""","""Committee on Transport and Tourism""","""Transport & tourism""","""2020/0362(COD) - C9-0399/2020
Basic road freight and road passenger connectivity""",1.0,,0,"""RCV""","""+""",690,3,2,64.0,62.0,176.0,70.0,38.0,100.0,141.0,39.0,1.032,0.849,0.967,0.946,0.667,0.926,0.916,0.951,1,0,0,0
5208,67,3,"""18.12.2020""","""Basic road freight and road passenger connectivity at the end of the transition period with regard to the withdrawal of the United Kingdom from the Union""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Danielsson""","""C9-0399/2020""","""2020/0362/COD""","""https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2020/0362(COD)""","""Committee on Transport and Tourism""","""Transport & tourism""","""Vote: Commission proposal""",1.0,,0,"""RCV""","""+""",680,4,3,64.0,61.0,172.0,68.0,36.0,100.0,140.0,39.0,1.032,0.836,0.945,0.919,0.632,0.926,0.909,0.951,1,0,0,0
5209,64,1,"""15.12.2020""","""Air connectivity following the end of the transition period with regard to the withdrawal of the United Kingdom from the Union""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Danielsson""","""C9-0398/2020""","""2020/0363/COD""","""https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2020/0363(COD)""","""Committee on Transport and Tourism""","""Transport & tourism""","""2020/0363(COD) - C9-0398/2020
Basic air connectivity""",1.0,,0,"""RCV""","""+""",690,3,2,64.0,62.0,176.0,70.0,38.0,100.0,141.0,39.0,1.032,0.849,0.967,0.946,0.667,0.926,0.916,0.951,1,0,0,0
5211,67,3,"""18.12.2020""","""Air connectivity following the end of the transition period with regard to the withdrawal of the United Kingdom from the Union""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Danielsson""","""C9-0398/2020""","""2020/0363/COD""","""https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2020/0363(COD)""","""Committee on Transport and Tourism""","""Transport & tourism""","""Vote: Commission proposal""",1.0,,0,"""RCV""","""+""",680,3,4,64.0,61.0,172.0,68.0,36.0,100.0,140.0,39.0,1.032,0.836,0.945,0.919,0.632,0.926,0.909,0.951,1,0,0,0
5212,64,1,"""15.12.2020""","""Aviation safety at the end of the transition period with regard to the withdrawal of the United Kingdom from the Union""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Danielsson""","""C9-0397/2020""","""2020/0364/COD""","""https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2020/0364(COD)""","""Committee on Transport and Tourism""","""Transport & tourism""","""2020/0364(COD) - C9-0397/2020
Aviation safety""",1.0,,0,"""RCV""","""+""",690,3,2,64.0,62.0,176.0,70.0,38.0,100.0,141.0,39.0,1.032,0.849,0.967,0.946,0.667,0.926,0.916,0.951,1,0,0,0
5214,67,3,"""18.12.2020""","""Aviation safety at the end of the transition period with regard to the withdrawal of the United Kingdom from the Union""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Danielsson""","""C9-0397/2020""","""2020/0364/COD""","""https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2020/0364(COD)""","""Committee on Transport and Tourism""","""Transport & tourism""","""Vote: Commission proposal""",1.0,,0,"""RCV""","""+""",680,3,4,64.0,61.0,172.0,68.0,36.0,100.0,140.0,39.0,1.032,0.836,0.945,0.919,0.632,0.926,0.909,0.951,1,0,0,0
5215,64,1,"""15.12.2020""","""Fishing authorisations for Union fishing vessels in United Kingdom waters and fishing operations of United Kingdom fishing vessels in Union waters""","""***I""","""Leg""","""Draft legislative resolution""","""s""",0,"""C9-0396/2020""","""2020/0366/COD""","""https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2020/0366(COD)""","""Committee on Fisheries""","""Fisheries""","""2020/0366(COD) - C9-0396/2020
Fishing authorisations""",1.0,,0,"""RCV""","""+""",686,3,6,64.0,61.0,176.0,70.0,35.0,100.0,141.0,39.0,1.032,0.836,0.967,0.946,0.614,0.926,0.916,0.951,1,0,0,0
5217,67,3,"""18.12.2020""","""Fishing authorisations for Union fishing vessels in United Kingdom waters and fishing operations of United Kingdom fishing vessels in Union waters""","""***I""","""Leg""","""Draft legislative resolution""","""s""",0,"""C9-0396/2020""","""2020/0366/COD""","""https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2020/0366(COD)""","""Committee on Fisheries""","""Fisheries""","""Vote: Commission proposal""",1.0,,0,"""RCV""","""+""",677,4,6,63.0,61.0,172.0,68.0,34.0,100.0,140.0,39.0,1.016,0.836,0.945,0.919,0.596,0.926,0.909,0.951,1,0,0,0
5218,64,1,"""15.12.2020""","""Transitional provisions for support from the EAFRD and EAGF in the years 2021 and 2022""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Katainen""","""A9-0101/2020""","""2019/0254/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0101_EN.html""","""Committee on Agriculture and Rural Development""","""Agriculture""","""Procedural request""",1.0,,0,"""RCV""","""-""",39,630,25,4.0,17.0,8.0,1.0,6.0,1.0,0.0,2.0,0.065,0.233,0.044,0.014,0.105,0.009,0.0,0.049,0,0,0,0
5277,66,3,"""17.12.2020""","""Rules and general principles concerning mechanisms for control by Member States of the Commission’s exercise of implementing powers""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Szájer""","""A9-0187/2020""","""2017/0035/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0187_EN.html""","""Committee on Legal Affairs""","""Legal affairs""","""vote: Commission proposal""",1.0,,0,"""RCV""","""+""",429,85,182,3.0,51.0,16.0,71.0,24.0,94.0,134.0,36.0,0.048,0.699,0.088,0.959,0.421,0.87,0.87,0.878,0,0,0,0
5278,66,4,"""17.12.2020""","""Rules and general principles concerning mechanisms for control by Member States of the Commission’s exercise of implementing powers""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Szájer""","""A9-0187/2020""","""2017/0035/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0187_EN.html""","""Committee on Legal Affairs""","""Legal affairs""","""vote: referral back""",1.0,,0,"""RCV""","""+""",629,51,16,27.0,61.0,170.0,71.0,35.0,95.0,134.0,36.0,0.435,0.836,0.934,0.959,0.614,0.88,0.87,0.878,1,0,0,0
5623,68,1,"""19.01.2021""","""Agreement for co-operation in dealing with pollution of the North Sea by oil and other harmful substances (Bonn Agreement): extension of its material and geographical scope of application""","""***""","""Leg""","""Draft legislative resolution""","""s""","""Canfin""","""A9-0268/2020""","""2020/0205/NLE""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0268_EN.html""","""Committee on the Environment, Public Health and Food Safety""","""Environment & public health""","""vote: consent""",1.0,,0,"""RCV""","""+""",689,1,2,63.0,62.0,172.0,71.0,40.0,101.0,143.0,37.0,1.016,0.849,0.945,0.959,0.702,0.935,0.929,0.902,1,0,0,0
6115,71,1,"""08.02.2021""","""Control of the acquisition and possession of weapons (codification)""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Adamowicz""","""A9-0010/2021""","""2020/0029/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2021-0010_EN.html""","""Committee on Legal Affairs""","""Legal affairs""","""single vote""",1.0,,0,"""RCV""","""+""",601,77,14,55.0,0.0,169.0,70.0,26.0,101.0,143.0,37.0,0.887,0.0,0.929,0.946,0.456,0.935,0.929,0.902,1,0,0,0
6116,71,1,"""08.02.2021""","""Slot utilisation rules at Union airports: temporary relief""","""***I""","""Leg""","""Draft legislative resolution""","""s""",0,"""C9-0420/2020""","""2020/0358/COD""","""https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2020/0358(COD)""","""Committee on Transport and Tourism""","""Transport & tourism""","""(C9-0420/2020) Airport slots""",1.0,,0,"""RCV""","""+""",678,10,4,61.0,63.0,173.0,70.0,34.0,101.0,137.0,39.0,0.984,0.863,0.951,0.946,0.596,0.935,0.89,0.951,1,0,0,0
6118,73,3,"""10.02.2021""","""Slot utilisation rules at Union airports: temporary relief""","""***I""","""Leg""","""Draft legislative resolution""","""s""",0,"""C9-0420/2020""","""2020/0358/COD""","""https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2020/0358(COD)""","""Committee on Transport and Tourism""","""Transport & tourism""","""Vote: Commission proposal""",1.0,,0,"""RCV""","""+""",683,3,4,64.0,63.0,170.0,69.0,35.0,102.0,142.0,38.0,1.032,0.863,0.934,0.932,0.614,0.944,0.922,0.927,1,0,0,0
6119,71,1,"""08.02.2021""","""Temporary measures concerning the validity of certificates and licences (Omnibus II)""","""***I""","""Leg""","""Draft legislative resolution""","""s""",0,"""C9-0004/2021""","""2021/0012/COD""","""https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2021/0012(COD))""","""Committee on Transport and Tourism""","""Transport & tourism""","""(C9-0004/2021) Omnibus II""",1.0,,0,"""RCV""","""+""",678,10,4,61.0,63.0,173.0,70.0,34.0,101.0,137.0,39.0,0.984,0.863,0.951,0.946,0.596,0.935,0.89,0.951,1,0,0,0
6125,73,7,"""10.02.2021""","""Temporary measures concerning the validity of certificates and licences (Omnibus II)""","""***I""","""Leg""","""Draft legislative resolution""","""s""",0,"""C9-0004/2021""","""2021/0012/COD""","""https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2021/0012(COD))""","""Committee on Transport and Tourism""","""Transport & tourism""","""Vote: Commission proposal""",1.0,,0,"""RCV""","""+""",647,24,19,64.0,63.0,170.0,69.0,33.0,102.0,136.0,10.0,1.032,0.863,0.934,0.932,0.579,0.944,0.883,0.244,1,0,0,0
6126,71,1,"""08.02.2021""","""Establishing the Recovery and Resilience Facility""","""***I""","""Leg""","""Draft legislative resolution""","""s""","""Rubial/Mureşan/Pîslaru""","""A9-0214/2020""","""2020/0104/COD""","""https://www.europarl.europa.eu/doceo/document/A-9-2020-0214_EN.html""","""Committee on Budgets, Committee on Economic and Monetary Affairs""","""Budget""","""Request to vote on amendments instead of the provisional agreement""",1.0,,0,"""RCV""","""-""",93,583,16,9.0,28.0,5.0,1.0,21.0,3.0,8.0,18.0,0.145,0.384,0.027,0.014,0.368,0.028,0.052,0.439,0,0,0,0
6578,75,1,"""08.03.2021""","""Equivalence of forest reproductive material produced in the UK""","""***I""","""Leg""","""Draft legislative resolution""","""s""",0,"""C9-0430/2020""","""2020/0378/COD""","""https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2020/0378(COD)""","""Committee on Agriculture and Rural Development""","""Agriculture""","""(C9-0430/2020) Forest reproductive material""",1.0,,0,"""RCV""","""+""",617,76,4,64.0,63.0,173.0,0.0,33.0,102.0,143.0,39.0,1.032,0.863,0.951,0.0,0.579,0.944,0.929,0.951,1,0,0,0
6579,77,2,"""10.03.2021""","""Equivalence of forest reproductive material produced in the UK""","""***I""","""Leg""","""Draft legislative resolution""","""s""",0,"""C9-0430/2020""","""2020/0378/COD""","""https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=2020/0378(COD)""","""Committee on Agriculture and Rural Development""","""Agriculture""","""Vote: Commission proposal""",1.0,,0,"""RCV""","""+""",617,1,77,64.0,63.0,174.0,2.0,33.0,102.0,142.0,37.0,1.032,0.863,0.956,0.027,0.579,0.944,0.922,0.902,1,0,0,0
