,Vote ID,File,Order of vote,Date,Title,Procedure,Leg/Non-Leg/Bud,Type of Vote,Voting Rule,Rapporteur,Code,Interinstitutional file number,Link,Committee responsabile,Policy area,Subject,Final vote?,Am No.,Author,RCV,Vote,Yes,No,Abs,ECR,EPP,Greens/EFA,IDG,NI,REG,S&D,The Left,ECR%,EPP%,Greens/EFA%,IDG%,NI%,REG%,S&D%,The Left%,General Majority,Right Majority,Left Majority,Consensus
4271,4272,55,39,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,Article 105,0.0,237,"S&D, EPP, Renew, Greens/ EFA, ECR, EUL/NGL",RCV,+,657,28,7,49,172,71,48,34,102,142,39,0.79,0.945,0.959,0.658,0.596,0.944,0.922,0.951,1,0,0,0
4272,4273,55,40,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,Article 148,0.0,269,Greens/ EFA,RCV,+,314,303,75,40,166,67,5,17,5,2,12,0.645,0.912,0.905,0.068,0.298,0.046,0.013,0.293,0,1,0,0
4273,4274,55,41,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,Article 149,0.0,270,Greens/ EFA,RCV,-,114,455,123,0,11,71,1,17,5,0,9,0.0,0.06,0.959,0.014,0.298,0.046,0.0,0.22,0,0,0,0
4274,4275,55,42,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,Article 149,0.0,110,committee,RCV,+,627,24,41,59,171,71,57,30,94,137,8,0.952,0.94,0.959,0.781,0.526,0.87,0.89,0.195,1,0,0,0
4275,4276,55,43,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,After art 149,0.0,231,EUL/NGL,RCV,-,72,539,81,0,2,1,23,7,0,1,38,0.0,0.011,0.014,0.315,0.123,0.0,0.006,0.927,0,0,0,0
4276,4277,55,44,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,Article 153,0.0,238,"S&D, EPP, Renew, Greens/ EFA, ECR, EUL/NGL",RCV,+,656,9,27,54,166,71,48,34,102,142,39,0.871,0.912,0.959,0.658,0.596,0.944,0.922,0.951,1,0,0,0
4277,4278,55,45,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,Article 157,0.0,239,"S&D, EPP, Renew, Greens/ EFA, ECR, EUL/NGL",RCV,+,658,25,9,56,172,71,48,33,102,137,39,0.903,0.945,0.959,0.658,0.579,0.944,0.89,0.951,1,0,0,0
4278,4279,55,46,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,Article 157,0.0,276/rev,S&D,RCV,-,330,346,16,2,9,71,43,21,6,140,38,0.032,0.049,0.959,0.589,0.368,0.056,0.909,0.927,0,0,1,0
4279,4280,55,47,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,Article 158,0.0,240,"S&D, EPP, Renew, Greens/ EFA, ECR, EUL/NGL",RCV,+,658,9,25,54,172,71,45,33,102,142,39,0.871,0.945,0.959,0.616,0.579,0.944,0.922,0.951,1,0,0,0
4280,4281,55,48,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,After art 163,0.0,241,"S&D, EPP, Renew, ECR, EUL/NGL",RCV,+,650,8,34,46,172,71,45,33,102,142,39,0.742,0.945,0.959,0.616,0.579,0.944,0.922,0.951,1,0,0,0
4281,4282,55,49,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,Article 164,0.0,242,"S&D, EPP, Renew, ECR, EUL/NGL",RCV,+,581,76,34,50,172,5,44,31,101,139,39,0.806,0.945,0.068,0.603,0.544,0.935,0.903,0.951,1,0,0,0
4282,4283,55,50,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,Article 165,0.0,272D,Greens/ EFA,RCV,-,162,501,29,7,8,67,26,12,4,0,38,0.113,0.044,0.905,0.356,0.211,0.037,0.0,0.927,0,0,0,0
4283,4284,55,51,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,Article 165,0.0,123,committee,RCV,+,625,42,25,56,171,71,50,30,101,142,4,0.903,0.94,0.959,0.685,0.526,0.935,0.922,0.098,1,0,0,0
4284,4285,55,52,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,Article 167,0.0,243,"S&D, EPP, Renew, ECR, EUL/NGL",RCV,+,654,8,30,55,172,71,45,30,102,140,39,0.887,0.945,0.959,0.616,0.526,0.944,0.909,0.951,1,0,0,0
4285,4286,55,53,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,Article 168,0.0,273,Greens/ EFA,RCV,-,156,465,71,0,48,67,3,18,5,4,11,0.0,0.264,0.905,0.041,0.316,0.046,0.026,0.268,0,0,0,0
4286,4287,55,54,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,Article 168,0.0,126,committee,RCV,+,667,6,19,61,172,71,49,33,102,141,38,0.984,0.945,0.959,0.671,0.579,0.944,0.916,0.927,1,0,0,0
4287,4288,55,55,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,After art 172,0.0,244,"S&D, EPP, Renew, Greens/ EFA, ECR, EUL/NGL",RCV,+,666,6,20,58,172,71,48,34,102,142,39,0.935,0.945,0.959,0.658,0.596,0.944,0.922,0.951,1,0,0,0
4288,4289,55,56,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,After art 172,0.0,245,"S&D, EPP, Renew, Greens/ EFA, ECR, EUL/NGL",RCV,+,675,9,8,53,172,71,61,35,102,142,39,0.855,0.945,0.959,0.836,0.614,0.944,0.922,0.951,1,0,0,0
4289,4290,55,57,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,After art 206,0.0,246,"S&D, EPP, Renew, EUL/NGL, Greens/ EFA",RCV,+,603,75,14,16,170,71,48,35,89,135,39,0.258,0.934,0.959,0.658,0.614,0.824,0.877,0.951,1,0,0,0
4290,4291,55,58,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,After art 219,0.0,277/rev,"S&D, EUL/NGL",RCV,-,321,333,37,1,10,67,27,11,36,131,38,0.016,0.055,0.905,0.37,0.193,0.333,0.851,0.927,0,0,1,0
4291,4292,55,59,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,After art 219,0.0,150,committee,RCV,+,521,139,32,11,165,71,30,29,46,130,39,0.177,0.907,0.959,0.411,0.509,0.426,0.844,0.951,1,0,0,0
4292,4293,55,60,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,Article 220,0.0,247,"S&D, EPP, Renew, ECR, EUL/NGL",RCV,+,578,94,20,59,171,4,47,28,95,135,39,0.952,0.94,0.054,0.644,0.491,0.88,0.877,0.951,1,0,0,0
4293,4294,55,61,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,After art 222,0.0,248,"S&D, EPP, Renew, Greens/ EFA, ECR, EUL/NGL",RCV,+,646,39,7,55,172,71,47,33,90,139,39,0.887,0.945,0.959,0.644,0.579,0.833,0.903,0.951,1,0,0,0
4294,4295,55,62,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,Article 223,0.0,249,"S&D, EPP, Renew, Greens/ EFA, ECR, EUL/NGL",RCV,+,645,19,28,59,172,71,30,30,102,142,39,0.952,0.945,0.959,0.411,0.526,0.944,0.922,0.951,1,0,0,0
4295,4296,55,63,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,"Annex I, after XXIII",0.0,250,"S&D, EPP, Renew, Greens/ EFA, ECR, EUL/NGL",RCV,+,663,8,21,59,172,71,45,34,102,142,38,0.952,0.945,0.959,0.616,0.596,0.944,0.922,0.927,1,0,0,0
4296,4297,55,64,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,"Annex VII, after I",0.0,264,EPP,RCV,-,243,399,49,42,117,1,33,16,23,7,4,0.677,0.643,0.014,0.452,0.281,0.213,0.045,0.098,0,0,0,0
4297,4298,55,65,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,"Annex VII, after I",0.0,165,committee,RCV,-,284,379,27,48,71,1,57,22,36,40,9,0.774,0.39,0.014,0.781,0.386,0.333,0.26,0.22,0,0,0,0
4298,4299,55,66,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,"Annex VII, after I",0.0,254,ID,RCV,-,85,556,49,8,4,0,62,11,0,0,0,0.129,0.022,0.0,0.849,0.193,0.0,0.0,0.0,0,0,0,0
4299,4300,55,67,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,"Annex I, II",0.0,278,S&D,RCV,+,537,29,126,9,167,71,19,29,101,139,2,0.145,0.918,0.959,0.26,0.509,0.935,0.903,0.049,1,0,0,0
4300,4301,55,68,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,Article 5,0.0,251,"S&D, EPP, Renew, Greens/ EFA, ECR, EUL/NGL",RCV,+,663,12,17,56,172,71,48,33,102,142,39,0.903,0.945,0.959,0.658,0.579,0.944,0.922,0.951,1,0,0,0
4301,4302,55,69,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,Article 7,0.0,252,"S&D, EPP, Renew, Greens/ EFA, ECR, EUL/NGL",RCV,+,660,14,18,54,172,71,50,35,102,137,39,0.871,0.945,0.959,0.685,0.614,0.944,0.89,0.951,1,0,0,0
4302,4303,55,70,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,Article 13,0.0,253,"S&D, EPP, Renew, Greens/ EFA, ECR, EUL/NGL",RCV,+,670,14,8,61,172,71,48,35,102,142,39,0.984,0.945,0.959,0.658,0.614,0.944,0.922,0.951,1,0,0,0
4303,4304,55,71,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,Recital 2,0.0,229,EUL/NGL,RCV,-,316,339,36,37,7,71,7,15,6,134,39,0.597,0.038,0.959,0.096,0.263,0.056,0.87,0.951,0,0,1,0
4304,4305,55,72,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,Recital 2,0.0,3,committee,RCV,+,582,15,95,58,170,5,48,32,100,135,34,0.935,0.934,0.068,0.658,0.561,0.926,0.877,0.829,1,0,0,0
4305,4306,55,73,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,After recital 2,0.0,265,Greens/ EFA,RCV,-,281,384,27,1,7,71,4,17,7,136,38,0.016,0.038,0.959,0.055,0.298,0.065,0.883,0.927,0,0,1,0
4306,4307,55,74,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,After recital 2,0.0,279,EUL/NGL,RCV,-,151,519,21,0,4,70,0,9,8,31,29,0.0,0.022,0.946,0.0,0.158,0.074,0.201,0.707,0,0,0,0
4307,4308,55,75,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,After recital 2,0.0,280,EUL/NGL,RCV,-,264,416,12,4,4,71,1,16,15,120,33,0.065,0.022,0.959,0.014,0.281,0.139,0.779,0.805,0,0,1,0
4308,4309,55,76,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,Recital 8,0.0,230,EUL/NGL,RCV,-,110,571,10,0,3,67,0,6,1,2,31,0.0,0.016,0.905,0.0,0.105,0.009,0.013,0.756,0,0,0,0
4309,4310,55,77,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,Recital 8,0.0,8,committee,RCV,+,613,5,74,59,169,71,2,29,102,142,39,0.952,0.929,0.959,0.027,0.509,0.944,0.922,0.951,1,0,0,0
4310,4311,55,78,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,After recital 8,0.0,256,"EPP, Renew, S&D",RCV,+,652,27,12,61,165,71,44,33,100,139,39,0.984,0.907,0.959,0.603,0.579,0.926,0.903,0.951,1,0,0,0
4311,4312,55,79,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,vote: Commission proposal,1.0,,0,RCV,+,463,133,92,44,170,0,21,24,78,109,17,0.71,0.934,0.0,0.288,0.421,0.722,0.708,0.415,1,0,0,0
4312,4313,55,80,23.10.2020,Common agricultural policy – Amendment of the CMO and other Regulations,***I,Leg,Draft legislative resolution,s,Andrieu,A8-0198/2019,2018/0218/COD,https://www.europarl.europa.eu/doceo/document/A-8-2019-0198_EN.html,Committee on Agriculture and Rural Development,Agriculture,vote: referral back,1.0,,0,RCV,+,621,42,24,54,172,71,60,34,97,113,20,0.871,0.945,0.959,0.822,0.596,0.898,0.734,0.488,1,0,0,0
4495,4496,56,1,11.11.2020,Introducing exceptional trade measures for countries and territories participating in or linked to the European Union's Stabilisation and Association process,***I,Leg,Draft legislative resolution,s,Maurel,A9-0175/2020,2020/0051/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0175_EN.html,Committee on International Trade,International trade,single vote,1.0,,0,RCV,+,604,33,49,52,167,71,13,31,100,140,30,0.839,0.918,0.959,0.178,0.544,0.926,0.909,0.732,1,0,0,0
4499,4500,56,1,11.11.2020,EU/Senegal Fisheries Partnership Agreement: implementation of the Agreement. Protocol,***,Leg,Draft legislative resolution,s,Bilbao Barandica,A9-0180/2020,2019/0226/NLE,https://www.europarl.europa.eu/doceo/document/A-9-2020-0180_EN.html,Committee on Fisheries,Fisheries,vote: consent,1.0,,0,RCV,+,524,47,115,58,169,2,26,17,97,135,20,0.935,0.929,0.027,0.356,0.298,0.898,0.877,0.488,1,0,0,0
4501,4502,56,1,11.11.2020,EU/Seychelles Sustainable Fisheries Partnership Agreement and Implementation. Protocol (2020-2026),***,Leg,Draft legislative resolution,s,Roose,A9-0185/2020,2020/0002/NLE,https://www.europarl.europa.eu/doceo/document/A-9-2020-0185_EN.html,Committee on Fisheries,Fisheries,vote: consent,1.0,,0,RCV,+,504,70,112,57,169,2,26,17,97,136,0,0.919,0.929,0.027,0.356,0.298,0.898,0.883,0.0,1,0,0,0
4502,4503,56,1,11.11.2020,Agreement between the European Union and the government of the People's Republic of China,***,Leg,Draft legislative resolution,s,Winkler,A9-0199/2020,2020/0089/NLE,https://www.europarl.europa.eu/doceo/document/A-9-2020-0199_EN.html,Committee on International Trade,International trade,vote: consent,1.0,,0,RCV,+,645,22,18,60,168,52,60,34,98,134,39,0.968,0.923,0.703,0.822,0.596,0.907,0.87,0.951,1,0,0,0
4505,4506,56,1,11.11.2020,"Introduction of capacity limits for Eastern Baltic cod, data collection and control measures in the Baltic Sea and permanent cessation for fleets fishing for Eastern Baltic cod",***I,Leg,Draft legislative resolution,s,Herbst,A9-0093/2020,2019/0246/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0093_EN.html,Committee on Fisheries,Fisheries,Provisional agreement,0.0,20,committee,RCV,+,587,22,77,59,166,71,19,26,100,140,6,0.952,0.912,0.959,0.26,0.456,0.926,0.909,0.146,1,0,0,0
4506,4507,56,1,11.11.2020,Enhanced cooperation between Public Employment Services (PES),***I,Leg,Draft legislative resolution,s,Pizarro,A9-0128/2020,2019/0188/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0128_EN.html,Committee on Employment and Social Affairs,Employment & Social Affairs,Provisional agreement,0.0,28,committee,RCV,+,627,28,31,53,170,71,24,30,100,140,39,0.855,0.934,0.959,0.329,0.526,0.926,0.909,0.951,1,0,0,0
4654,4655,57,1,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,Amendments by the committee responsible - block vote,0.0,,committee,RCV,+,612,41,36,50,165,68,25,29,100,138,37,0.806,0.907,0.919,0.342,0.509,0.926,0.896,0.902,1,0,0,0
4655,4656,57,2,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Paragraph 1, intro",0.0,224,S&D,RCV,-,288,330,71,0,16,5,1,15,86,141,24,0.0,0.088,0.068,0.014,0.263,0.796,0.916,0.585,0,0,1,0
4656,4657,57,3,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Paragraph 1, intro",0.0,54,committee,RCV,+,594,58,37,49,169,68,0,27,101,141,39,0.79,0.929,0.919,0.0,0.474,0.935,0.916,0.951,1,0,0,0
4657,4658,57,4,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Paragraph 1, before point 1",0.0,230,EUL/NGL,RCV,-,108,462,119,7,1,6,2,19,4,30,39,0.113,0.005,0.081,0.027,0.333,0.037,0.195,0.951,0,0,0,0
4658,4659,57,5,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Paragraph 1, point 1",0.0,236,EUL/NGL,RCV,-,126,560,3,1,7,5,43,22,4,5,39,0.016,0.038,0.068,0.589,0.386,0.037,0.032,0.951,0,0,0,0
4659,4660,57,6,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Paragraph 1, point 1",0.0,55,committee,RCV,+,647,30,12,51,171,69,43,32,101,141,39,0.823,0.94,0.932,0.589,0.561,0.935,0.916,0.951,1,0,0,0
4660,4661,57,7,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Paragraph 1, after point 2",0.0,233,EUL/NGL,RCV,-,61,584,44,0,1,4,1,16,2,9,28,0.0,0.005,0.054,0.014,0.281,0.019,0.058,0.683,0,0,0,0
4661,4662,57,8,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Paragraph 1, point 3",0.0,237,EUL/NGL,RCV,-,100,512,77,1,8,5,24,17,2,5,38,0.016,0.044,0.068,0.329,0.298,0.019,0.032,0.927,0,0,0,0
4662,4663,57,9,12.11.2020,Programme for the Union's action in the field of health for the period 2021-2027 (“EU4Health Programme”),***I,Leg,Draft legislative resolution,s,Buşoi,A9-0196/2020,2020/0102/COD,https://www.europarl.europa.eu/doceo/document/A-9-2020-0196_EN.html,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Paragraph 1, point 3",0.0,58,committee,RCV,+,639,44,6,56,171,69,34,28,101,141,39,0.903,0.94,0.932,0.466,0.491,0.935,0.916,0.951,1,0,0,0
