Vote ID,File,Order of vote,Date,Title,Procedure,Leg/Non-Leg/Bud,Type of Vote,Voting Rule,Rapporteur,Code,Interinstitutional file number,Link,Committee responsabile,De,Subject,Final vote?,Am No.,Author,RCV,Vote,Yeas,No,Abs,ECR,EFD/IDG,EPP,Greens/EFA,NI,REG,S&D,The Left,ECR%,EFD/IDG%,EPP%,Greens/EFA%,NI%,REG%,S&D%,The Left%,General Majority,Right Majority,Left Majority,Consensus
5704,174.0,1,05.02.2014,Measuring instruments,***I,Leg,Draft legislative resolution,s,Roithová ,A7-0376/2012,2011/0353/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0376&language=EN,Committee on the Internal Market and Consumer Protection,Internal market & consumer protection,vote: legislative resolution,1.0,,0,RCV,+,648,14,11,50.0,20.0,240.0,52.0,14.0,74.0,170.0,28.0,0.877,0.645,0.879,0.912,0.424,0.892,0.872,0.8,1,0,0,0
5881,176.0,1,25.02.2014,Member States experiencing or threatened with serious difficulties with respect to their financial stability,***I,Leg,Draft legislative resolution,s, Patrão Neves,A7-0046/2014,2013/0200/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0046&language=EN,Committee on Fisheries,Fisheries,single vote,1.0,,0,RCV,+,463,22,2,30.0,12.0,179.0,35.0,9.0,44.0,133.0,21.0,0.526,0.387,0.656,0.614,0.273,0.53,0.682,0.6,0,0,1,0
5882,176.0,1,25.02.2014,Adapting legal acts providing for the use of the regulatory procedure with scrutiny (Articles 290 and 291 TFEU),***I,Leg,Draft legislative resolution,s,Szájer ,A7-0011/2014,2013/0365/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0011&language=EN,Committee on Legal Affairs,Legal affairs,single vote,1.0,,0,RCV,+,451,48,10,1.0,10.0,190.0,38.0,9.0,45.0,138.0,20.0,0.018,0.323,0.696,0.667,0.273,0.542,0.708,0.571,1,0,0,0
5883,176.0,1,25.02.2014,Adapting legal acts in the area of Justice providing for the use of the regulatory procedure with scrutiny (Article 290 TFEU),***I,Leg,Draft legislative resolution,s,Szájer ,A7-0480/2013,2013/0220/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0480&language=EN,Committee on Legal Affairs,Legal affairs,single vote,1.0,,0,RCV,+,466,50,13,1.0,9.0,199.0,40.0,9.0,48.0,141.0,19.0,0.018,0.29,0.729,0.702,0.273,0.578,0.723,0.543,1,0,0,0
5884,176.0,1,25.02.2014,Adapting legal acts providing for the use of the regulatory procedure with scrutiny (Article 290 TFEU),***I,Leg,Draft legislative resolution,s,Szájer ,A7-0010/2014,2013/0218/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0010&language=EN,Committee on Legal Affairs,Legal affairs,single vote,1.0,,0,RCV,+,480,48,15,3.0,11.0,199.0,41.0,9.0,51.0,147.0,19.0,0.053,0.355,0.729,0.719,0.273,0.614,0.754,0.543,1,0,0,0
5885,176.0,1,25.02.2014,2020 target to reduce CO2 emissions from new passenger cars,***I,Leg,Draft legislative resolution,s,Ulmer ,A7-0151/2013,2012/0190/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0151&language=EN,"Committee on the Environment, Public Health and Food Safety",Environment & public health,vote: legislative resolution,1.0,,0,RCV,+,499,107,9,37.0,7.0,228.0,1.0,6.0,63.0,157.0,0.0,0.649,0.226,0.835,0.018,0.182,0.759,0.805,0.0,1,0,0,0
5886,176.0,1,25.02.2014,Community trade mark,***I,Leg,Draft legislative resolution,s,Wikström ,A7-0031/2014,2013/0088/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0031&language=EN,Committee on Legal Affairs,Legal affairs,vote: legislative resolution,1.0,,0,RCV,+,551,83,17,38.0,13.0,239.0,0.0,9.0,72.0,161.0,19.0,0.667,0.419,0.875,0.0,0.273,0.867,0.826,0.543,1,0,0,0
5887,176.0,1,25.02.2014,Laws of the Member States relating to trade marks,***I,Leg,Draft legislative resolution,s,Wikström ,A7-0032/2014,2013/0089/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0032&language=EN,Committee on Legal Affairs,Legal affairs,vote: legislative resolution,1.0,,0,RCV,+,566,89,18,39.0,18.0,243.0,0.0,10.0,72.0,168.0,16.0,0.684,0.581,0.89,0.0,0.303,0.867,0.862,0.457,1,0,0,0
5897,176.0,1,25.02.2014,European Voluntary Humanitarian Aid Corps,***I,Leg,Draft legislative resolution,s,Striffler ,A7-0158/2013,2012/0245/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0158&language=EN,Committee on Development,Development ,vote: legislative resolution,1.0,,0,RCV,+,600,30,50,20.0,15.0,244.0,54.0,14.0,75.0,176.0,2.0,0.351,0.484,0.894,0.947,0.424,0.904,0.903,0.057,1,0,0,0
5899,176.0,1,25.02.2014,Biocidal products,***I,Leg,Draft legislative resolution,s,Groote ,A7-0354/2013,2013/0150/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0354&language=EN,"Committee on the Environment, Public Health and Food Safety",Environment & public health,vote: legislative resolution,1.0,,0,RCV,+,658,14,9,43.0,21.0,247.0,54.0,17.0,74.0,175.0,27.0,0.754,0.677,0.905,0.947,0.515,0.892,0.897,0.771,1,0,0,0
5956,177.0,1,26.02.2014,Guidelines for the employment policies of the Member States,***,Leg,Draft legislative resolution,s,Berès ,A7-0470/2013,2013/0392/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0470&language=EN,Committee on Employment and Social Affairs,Employment & social affairs,single vote,1.0,,0,RCV,+,505,93,14,3.0,6.0,221.0,47.0,9.0,67.0,152.0,0.0,0.053,0.194,0.81,0.825,0.273,0.807,0.779,0.0,1,0,0,0
5985,177.0,1,26.02.2014,Interoperability of the rail system,***I,Leg,Draft legislative resolution,s,Bilbao Barandica,A7-0033/2014,2013/0015/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0033&language=EN,Committee on Transport and Tourism,Transport & tourism,vote: legislative resolution,1.0,,0,RCV,+,601,68,8,24.0,18.0,242.0,53.0,9.0,74.0,164.0,17.0,0.421,0.581,0.886,0.93,0.273,0.892,0.841,0.486,1,0,0,0
5988,177.0,3,26.02.2014,Railway safety,***I,Leg,Draft legislative resolution,s,Cramer ,A7-0015/2014,2013/0016/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0015&language=EN,Committee on Transport and Tourism,Transport & tourism,vote: legislative resolution,1.0,,0,RCV,+,617,54,8,26.0,19.0,245.0,52.0,10.0,76.0,170.0,19.0,0.456,0.613,0.897,0.912,0.303,0.916,0.872,0.543,1,0,0,0
5989,177.0,1,26.02.2014,European Union Agency for Railways,***I,Leg,Draft legislative resolution,s,Zīle ,A7-0016/2014,2013/0014/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0016&language=EN,Committee on Transport and Tourism,Transport & tourism,vote: legislative resolution,1.0,,0,RCV,+,597,68,11,25.0,14.0,242.0,53.0,7.0,76.0,163.0,17.0,0.439,0.452,0.886,0.93,0.212,0.916,0.836,0.486,1,0,0,0
5990,177.0,1,26.02.2014,Normalisation of the accounts of railway undertakings,***I,Leg,Draft legislative resolution,s,Kohlíček ,A7-0472/2013,2013/0013/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0472&language=EN,Committee on Transport and Tourism,Transport & tourism,vote: legislative resolution,1.0,,0,RCV,+,575,84,14,45.0,20.0,239.0,1.0,13.0,74.0,169.0,14.0,0.789,0.645,0.875,0.018,0.394,0.892,0.867,0.4,1,0,0,0
5991,177.0,1,26.02.2014,Occurrence reporting in civil aviation,***I,Leg,Draft legislative resolution,s,De Veyrac,A7-0317/2013,2012/0361/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0317&language=EN,Committee on Transport and Tourism,Transport & tourism,vote: legislative resolution,1.0,,0,RCV,+,644,14,6,46.0,19.0,239.0,52.0,17.0,73.0,169.0,29.0,0.807,0.613,0.875,0.912,0.515,0.88,0.867,0.829,1,0,0,0
6010,177.0,1,26.02.2014,Third programme for the Union's action if the field of health (2014-2020),***I,Leg,Draft legislative resolution,s,Grossetête ,A7-0224/2012,2011/0339/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0224&language=EN,"Committee on the Environment, Public Health and Food Safety",Environment & public health,vote: legislative resolution,1.0,,0,RCV,+,576,33,39,40.0,16.0,217.0,53.0,11.0,75.0,161.0,3.0,0.702,0.516,0.795,0.93,0.333,0.904,0.826,0.086,1,0,0,0
6011,177.0,1,26.02.2014,Trans-European telecommunications networks,***I,Leg,Draft legislative resolution,s,Tošenovský ,A7-0272/2013,2011/0299/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0272&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",vote: legislative resolution,1.0,,0,RCV,+,560,70,15,43.0,18.0,231.0,2.0,10.0,74.0,162.0,20.0,0.754,0.581,0.846,0.035,0.303,0.892,0.831,0.571,1,0,0,0
6012,177.0,1,26.02.2014,Accessibility of public sector bodies' websites,***I,Leg,Draft legislative resolution,s,Chatzimarkakis ,A7-0460/2013,2012/0340/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0460&language=EN,Committee on the Internal Market and Consumer Protection,Internal market & consumer protection,vote: legislative resolution,1.0,,0,RCV,+,593,40,13,45.0,17.0,227.0,53.0,13.0,75.0,162.0,1.0,0.789,0.548,0.832,0.93,0.394,0.904,0.831,0.029,1,0,0,0
6047,178.0,1,27.02.2014,European Investigation Order,***I,Leg,Draft legislative resolution,s,Melo ,A7-0477/2013, 2010/0817/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0477&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",single vote,1.0,,0,RCV,+,467,22,10,26.0,6.0,187.0,45.0,7.0,47.0,135.0,14.0,0.456,0.194,0.685,0.789,0.212,0.566,0.692,0.4,1,0,0,0
6048,178.0,1,27.02.2014,Visa requirements for third-countries nationals,***I,Leg,Draft legislative resolution,s,Fajon ,A7-0104/2014,2013/0415/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0104&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",single vote,1.0,,0,RCV,+,460,40,10,23.0,5.0,170.0,47.0,8.0,53.0,133.0,21.0,0.404,0.161,0.623,0.825,0.242,0.639,0.682,0.6,0,0,1,0
6049,178.0,1,27.02.2014,Control of persons at external borders,***I,Leg,Draft legislative resolution,s,Fajon ,A7-0082/2014, 2013/0210/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0082&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",vote: legislative resolution,1.0,,0,RCV,+,502,17,18,18.0,9.0,201.0,51.0,11.0,55.0,137.0,20.0,0.316,0.29,0.736,0.895,0.333,0.663,0.703,0.571,1,0,0,0
6050,178.0,1,27.02.2014,Third countries whose nationals must be in possession of visas when crossing the external borders of Member States and those whose nationals are exempt from that requirement,***I,Leg,Draft legislative resolution,s,Gabriel ,A7-0373/2013,2012/0309/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0373&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",vote: legislative resolution,1.0,,0,RCV,+,523,41,13,30.0,7.0,204.0,50.0,7.0,56.0,148.0,21.0,0.526,0.226,0.747,0.877,0.212,0.675,0.759,0.6,1,0,0,0
6082,179.0,1,11.03.2014,Statistics of goods transport by inland waterways (delegated and implementing powers),***I,Leg,Draft legislative resolution,s,Lichtenberger ,A7-0003/2014,2013/0226/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0003&language=EN,Committee on Transport and Tourism,Transport & tourism,single vote,1.0,,0,RCV,+,645,24,3,50.0,16.0,237.0,52.0,15.0,73.0,173.0,29.0,0.877,0.516,0.868,0.912,0.455,0.88,0.887,0.829,1,0,0,0
6083,179.0,1,11.03.2014,Statistics for the macroeconomic imbalances procedure,***I,Leg,Draft legislative resolution,s,Eppink ,A7-0143/2014, 2013/0181/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0143&language=EN,Committee on Economic and Monetary Affairs,Economic & monetary affairs,single vote,1.0,,0,RCV,+,614,56,6,52.0,15.0,238.0,54.0,10.0,73.0,172.0,0.0,0.912,0.484,0.872,0.947,0.303,0.88,0.882,0.0,1,0,0,0
6084,179.0,1,11.03.2014,Extension of the EC-USA scientific and technological cooperation agreement,***,Leg,Draft legislative resolution,s,Sartori ,A7-0126/2014,2013/0351/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0126&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",single vote,1.0,,0,RCV,+,570,38,69,52.0,18.0,236.0,4.0,13.0,72.0,174.0,1.0,0.912,0.581,0.864,0.07,0.394,0.867,0.892,0.029,1,0,0,0
6085,179.0,1,11.03.2014,Nagoya Protocol on Access to genetic resources,***,Leg,Draft legislative resolution,s,Bélier ,A7-0061/2014,2012/0279/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0061&language=EN,"Committee on the Environment, Public Health and Food Safety",Environment & public health,single vote,1.0,,0,RCV,+,647,12,11,52.0,17.0,236.0,52.0,18.0,69.0,173.0,30.0,0.912,0.548,0.864,0.912,0.545,0.831,0.887,0.857,1,0,0,0
6090,179.0,1,11.03.2014,Remuneration and pensions of the officials and other servants of the European Union (adjustment as of 1 July 2011),***I,Leg,Draft legislative resolution,s,Roth-Behrendt,A7-0165/2014 ,2013/0438/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0165&language=EN,Committee on Legal Affairs,Legal affairs,single vote,1.0,,0,RCV,+,530,115,30,45.0,6.0,227.0,1.0,12.0,71.0,163.0,5.0,0.789,0.194,0.832,0.018,0.364,0.855,0.836,0.143,1,0,0,0
6091,179.0,1,11.03.2014,Remuneration and pensions of the officials and other servants of the European Union (adjustment as of 1 July 2012),***I,Leg,Draft legislative resolution,s,Roth-Behrendt,A7-0164/2014 , 2013/0439/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0164&language=EN,Committee on Legal Affairs,Legal affairs,single vote,1.0,,0,RCV,+,479,164,25,2.0,3.0,221.0,2.0,9.0,66.0,157.0,19.0,0.035,0.097,0.81,0.035,0.273,0.795,0.805,0.543,1,0,0,0
6092,179.0,1,11.03.2014,EC-Serbia Stabilisation and Association Agreement,***II,Leg,Draft legislative resolution,q,Winkler ,A7-0116/2014,2011/0465/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0116&language=EN,Committee on International Trade,International trade, Proposal to reject the Council position,0.0,1,EFD,RCV,-,40,624,12,1.0,9.0,5.0,0.0,18.0,0.0,3.0,4.0,0.018,0.29,0.018,0.0,0.545,0.0,0.015,0.114,0,0,0,0
6093,179.0,1,11.03.2014,European Insurance and Occupational Pensions Authority and European Securities and Markets Authority,***I,Leg,Draft legislative resolution,s,Balz ,A7-0077/2012,2011/0006/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2012-0077&language=EN,Committee on Economic and Monetary Affairs,Economic & monetary affairs,vote: legislative resolution,1.0,,0,RCV,+,560,113,4,49.0,15.0,239.0,1.0,12.0,71.0,173.0,0.0,0.86,0.484,0.875,0.018,0.364,0.855,0.887,0.0,1,0,0,0
6094,179.0,1,11.03.2014,Information accompanying transfers of funds,***I,Leg,Draft legislative resolution,s," Kleva Kekuš,  Kirkhope ",A7-0140/2014,2013/0024/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0140&language=EN,"Committee on Economic and Monetary Affairs, Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",vote: legislative resolution,1.0,,0,RCV,+,627,33,18,50.0,11.0,241.0,55.0,15.0,71.0,169.0,15.0,0.877,0.355,0.883,0.965,0.455,0.855,0.867,0.429,1,0,0,0
6097,179.0,3,11.03.2014,Prevention of the use of the financial system for the purpose of money laundering and terrorist financing,***I,Leg,Draft legislative resolution,s,"Kariņš, Sargentini",A7-0150/2014,2013/0025/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0150&language=EN,"Committee on Economic and Monetary Affairs, Committee on Civil Liberties, Justice and Home Affairs",Economic & monetary affairs,vote: legislative resolution,1.0,,0,RCV,+,643,30,12,47.0,18.0,240.0,54.0,16.0,72.0,173.0,23.0,0.825,0.581,0.879,0.947,0.485,0.867,0.887,0.657,1,0,0,0
6100,179.0,1,11.03.2014,Genetic resources,***I,Leg,Draft legislative resolution,s,Bélier ,A7-0263/2013, 2012/0278/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0263&language=EN,"Committee on the Environment, Public Health and Food Safety",Environment & public health, vote: legislative resolution ,1.0,,0,RCV,+,630,14,38,50.0,19.0,242.0,54.0,16.0,72.0,174.0,3.0,0.877,0.613,0.886,0.947,0.485,0.867,0.892,0.086,1,0,0,0
6102,179.0,1,11.03.2014,Registration documents for vehicles,***I,Leg,Draft legislative resolution,s,Savisaar-Toomast,A7-0199/2013,2012/0185/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0199&language=EN,Committee on Transport and Tourism,Transport & tourism,vote: legislative resolution,1.0,,0,RCV,+,651,24,7,49.0,17.0,241.0,55.0,12.0,73.0,175.0,29.0,0.86,0.548,0.883,0.965,0.364,0.88,0.897,0.829,1,0,0,0
6103,179.0,1,11.03.2014,Roadworthiness of commercial vehicles,***I,Leg,Draft legislative resolution,s,Sehnalová ,A7-0207/2013,2012/0186/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0207&language=EN,Committee on Transport and Tourism,Transport & tourism,vote: legislative resolution,1.0,,0,RCV,+,646,25,14,49.0,10.0,240.0,55.0,12.0,73.0,177.0,30.0,0.86,0.323,0.879,0.965,0.364,0.88,0.908,0.857,1,0,0,0
6104,179.0,1,11.03.2014,Rail transport statistics,***I,Leg,Draft legislative resolution,s,Cramer ,A7-0002/2014,2013/0297/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0002&language=EN,Committee on Transport and Tourism,Transport & tourism,vote: legislative resolution,1.0,,0,RCV,+,599,27,61,2.0,16.0,241.0,55.0,13.0,72.0,177.0,23.0,0.035,0.516,0.883,0.965,0.394,0.867,0.908,0.657,1,0,0,0
6105,179.0,1,11.03.2014,Electronic invoicing in public procurement,***I,Leg,Draft legislative resolution,s,Collin-Langen,A7-0004/2014,2013/0213/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0004&language=EN,Committee on the Internal Market and Consumer Protection,Internal market & consumer protection,vote: legislative resolution,1.0,,0,RCV,+,646,25,5,50.0,19.0,238.0,52.0,13.0,73.0,174.0,27.0,0.877,0.613,0.872,0.912,0.394,0.88,0.892,0.771,1,0,0,0
6106,179.0,1,11.03.2014,Farm structure surveys and survey on agricultural production methods,***I,Leg,Draft legislative resolution,s,De Castro,A7-0111/2014, 2013/0367/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0111&language=EN,Committee on Agriculture and Rural Development,Agriculture ,vote: legislative resolution,1.0,,0,RCV,+,641,20,14,50.0,15.0,237.0,54.0,14.0,72.0,171.0,28.0,0.877,0.484,0.868,0.947,0.424,0.867,0.877,0.8,1,0,0,0
6154,180.0,1,12.03.2014,Protection of individuals with regard to the processing of personal data,***I,Leg,Draft legislative resolution,s,Albrecht ,A7-0402/2013,2012/0011/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0402&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",single vote,1.0,,0,RCV,+,621,10,22,47.0,15.0,223.0,54.0,20.0,71.0,161.0,30.0,0.825,0.484,0.817,0.947,0.606,0.855,0.826,0.857,1,0,0,0
6155,180.0,1,12.03.2014,Protection of the euro against counterfeiting (Pericles 2020),***,Leg,Draft legislative resolution,s,Díaz de Mera García Consuegra,A7-0152/2014,2011/0446/APP,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0152&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",vote: consent,1.0,,0,RCV,+,643,9,3,46.0,16.0,228.0,55.0,26.0,74.0,168.0,30.0,0.807,0.516,0.835,0.965,0.788,0.892,0.862,0.857,1,0,0,0
6156,180.0,1,12.03.2014,EU-Azerbaijan Agreement on the facilitation of the issuance of visas,***,Leg,Draft legislative resolution,s,Gabriel ,A7-0155/2014, 2013/0356/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0155&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",vote: consent,1.0,,0,RCV,+,589,25,32,21.0,14.0,228.0,51.0,11.0,71.0,163.0,30.0,0.368,0.452,0.835,0.895,0.333,0.855,0.836,0.857,1,0,0,0
6157,180.0,1,12.03.2014,EU-Azerbaijan Agreement on the readmission of persons residing without authorisation,***,Leg,Draft legislative resolution,s,Gabriel ,A7-0154/2014,2013/0358/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0154&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",vote: consent,1.0,,0,RCV,+,520,96,36,18.0,17.0,222.0,1.0,17.0,71.0,170.0,4.0,0.316,0.548,0.813,0.018,0.515,0.855,0.872,0.114,1,0,0,0
6158,180.0,1,12.03.2014,Processing of personal data for the purposes of crime prevention,***I,Leg,Draft legislative resolution,s,Droutsas ,A7-0403/2013,2012/0010/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0403&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",vote: legislative resolution,1.0,,0,RCV,+,371,276,30,1.0,9.0,21.0,53.0,11.0,74.0,170.0,32.0,0.018,0.29,0.077,0.93,0.333,0.892,0.872,0.914,0,0,1,0
6165,180.0,1,12.03.2014,"Aerodromes, air traffic management and air navigation services",***I,Leg,Draft legislative resolution,s,Sassoli ,A7-0098/2014, 2013/0187/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0098&language=EN,Committee on Transport and Tourism,Transport & tourism,vote: legislative resolution,1.0,,0,RCV,+,614,56,8,48.0,17.0,237.0,55.0,15.0,75.0,167.0,0.0,0.842,0.548,0.868,0.965,0.455,0.904,0.856,0.0,1,0,0,0
6171,180.0,1,12.03.2014,Fluorinated greenhouse gases,***I,Leg,Draft legislative resolution,s,Eickhout ,A7-0240/2013,2012/0305/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0240&language=EN,"Committee on the Environment, Public Health and Food Safety",Environment & public health,vote: legislative resolution,1.0,,0,RCV,+,644,19,16,45.0,15.0,234.0,55.0,18.0,76.0,173.0,28.0,0.789,0.484,0.857,0.965,0.545,0.916,0.887,0.8,1,0,0,0
6179,180.0,1,12.03.2014,Statistics relating to external trade with non-member countries (delegated and implementing powers),***I,Leg,Draft legislative resolution,s,Moreira ,A7-0042/2014,2013/0279/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0042&language=EN,Committee on International Trade,International trade,vote: legislative resolution,1.0,,0,RCV,+,654,19,9,50.0,18.0,237.0,54.0,14.0,75.0,176.0,30.0,0.877,0.581,0.868,0.947,0.424,0.904,0.903,0.857,1,0,0,0
6180,180.0,1,12.03.2014,Copernicus programme,***I,Leg,Draft legislative resolution,s,Prodi ,A7-0027/2014,2013/0164/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0027&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",vote: legislative resolution,1.0,,0,RCV,+,640,32,7,47.0,18.0,237.0,55.0,20.0,74.0,175.0,14.0,0.825,0.581,0.868,0.965,0.606,0.892,0.897,0.4,1,0,0,0
6181,180.0,1,12.03.2014,European GNSS Agency,***I,Leg,Draft legislative resolution,s,Sartori ,A7-0364/2013,2013/0022/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2013-0364&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",vote: legislative resolution,1.0,,0,RCV,+,638,34,12,49.0,17.0,238.0,55.0,16.0,74.0,177.0,12.0,0.86,0.548,0.872,0.965,0.485,0.892,0.908,0.343,1,0,0,0
6223,181.0,1,13.03.2014,"Asylum, Migration and Integration Fund",***I,Leg,Draft legislative resolution,s,Guillaume ,A7-0022/2014,2011/0366/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0022&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",single vote,1.0,,0,RCV,+,419,44,10,31.0,2.0,176.0,36.0,7.0,48.0,119.0,0.0,0.544,0.065,0.645,0.632,0.212,0.578,0.61,0.0,0,0,0,0
6224,181.0,1,13.03.2014,Hong Kong International Convention for the safe and environmentally sound recycling of ships,***,Leg,Draft legislative resolution,s,Schlyter ,A7-0166/2014,2012/0056/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0166&language=EN,"Committee on the Environment, Public Health and Food Safety",Environment & public health,consent,1.0,,0,RCV,+,439,41,22,10.0,5.0,182.0,43.0,18.0,51.0,125.0,5.0,0.175,0.161,0.667,0.754,0.545,0.614,0.641,0.143,0,1,0,0
6334,181.0,1,13.03.2014,"Asylum, Migration and Integration Fund and Internal Security Fund (general provisions)",***I,Leg,Draft legislative resolution,s,Fontana ,A7-0021/2014,2011/0367/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0021&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",vote: legislative resolution,1.0,,0,RCV,+,459,96,14,40.0,10.0,201.0,1.0,8.0,58.0,141.0,0.0,0.702,0.323,0.736,0.018,0.242,0.699,0.723,0.0,1,0,0,0
6335,181.0,1,13.03.2014,"Internal Security Fund (Police cooperation, preventing and combating crime and crisis management)",***I,Leg,Draft legislative resolution,s,Iacolino ,A7-0026/2014, 2011/0368/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A7-2014-0026&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",vote: legislative resolution,1.0,,0,RCV,+,451,85,34,21.0,15.0,203.0,1.0,9.0,61.0,140.0,1.0,0.368,0.484,0.744,0.018,0.273,0.735,0.718,0.029,1,0,0,0
