Vote ID;File;Order of vote;Date;O'clock;Title;Title_Ro;Title_Fr;Title_German;Title_Polski;Procedure;Leg/Non-Leg/Bud;Type of Vote;Voting Rule;Rapporteur;Code;interinstitutional file number;Link;Committee responsabile;De/Policy area;Subject;Subject_ro;Subject_fr;Subject_ger;Subject_pl;"Final vote?";Am No.;Author;RCV;Vote;Yeas;No;Abs
4307;101;25;27.10.2016;;How the CAP can improve job creation in rural areas;;;;;;Non;Motion for resolution;s;Andrieu;A8-0285/2016;2015/2226/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0285&language=EN;Committee on Agriculture and Rural Development;Agriculture ;Recital I;;;;;0;;original text;RCV;+;451;95;3
4308;101;26;27.10.2016;;How the CAP can improve job creation in rural areas;;;;;;Non;Motion for resolution;s;Andrieu;A8-0285/2016;2015/2226/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0285&language=EN;Committee on Agriculture and Rural Development;Agriculture ;Recital I;;;;;0;;original text;RCV;+;441;102;2
4309;101;27;27.10.2016;;How the CAP can improve job creation in rural areas;;;;;;Non;Motion for resolution;s;Andrieu;A8-0285/2016;2015/2226/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0285&language=EN;Committee on Agriculture and Rural Development;Agriculture ;Recital T;;;;;0;;original text;RCV;-;240;256;38
4310;101;28;27.10.2016;;How the CAP can improve job creation in rural areas;;;;;;Non;Motion for resolution;s;Andrieu;A8-0285/2016;2015/2226/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0285&language=EN;Committee on Agriculture and Rural Development;Agriculture ;Recital T;;;;;0;;original text;RCV;-;185;312;33
4311;101;29;27.10.2016;;How the CAP can improve job creation in rural areas;;;;;;Non;Motion for resolution;s;Andrieu;A8-0285/2016;2015/2226/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0285&language=EN;Committee on Agriculture and Rural Development;Agriculture ;Recital U;;;;;0;;original text;RCV;-;177;289;62
4312;101;30;27.10.2016;;How the CAP can improve job creation in rural areas;;;;;;Non;Motion for resolution;s;Andrieu;A8-0285/2016;2015/2226/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0285&language=EN;Committee on Agriculture and Rural Development;Agriculture ;Recital AI;;;;;0;;original text;RCV;-;235;275;7
4313;101;31;27.10.2016;;How the CAP can improve job creation in rural areas;;;;;;Non;Motion for resolution;s;Andrieu;A8-0285/2016;2015/2226/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0285&language=EN;Committee on Agriculture and Rural Development;Agriculture ;vote: resolution;;;;;1;;0;RCV;+;237;201;67
4314;102;1;21.11.2016;;Changes to the agenda (21 November 2016);;;;;;Non;Proposal for a decision;s;0;0;0;http://www.europarl.europa.eu/sides/getDoc.do?type=AGENDA&reference=20161121&secondRef=SIT&language=EN;0;Internal regulations of the EP;vote: decision;;;;;1;;0;RCV;-;170;184;9
4315;103;1;22.11.2016;;Agreement on Operational and Strategic Cooperation between Ukraine and Europol;;;;;*;Leg;Draft legislative resolution;s;Gabriel;A8-0342/2016;2016/0811/CNS;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0342&language=EN;Committee on Civil Liberties, Justice and Home Affairs;Civil liberties, justice & home affairs;single vote;;;;;1;;0;RCV;+;442;80;72
4316;103;1;22.11.2016;;Access to anti-money-laundering information by tax authorities;;;;;*;Leg;Draft legislative resolution;s;Maurel;A8-0326/2016;2016/0209/CNS;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0326&language=EN;Committee on Economic and Monetary Affairs;Economic & monetary affairs;vote: legislative resolution;;;;;1;;0;RCV;+;590;32;64
4317;103;1;22.11.2016;;European Central Bank annual report for 2015;;;;;;Non;Motion for resolution;s;Tremosa i Balcells;A8-0302/2016;2016/2063/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0302&language=EN;Committee on Economic and Monetary Affairs;Economic & monetary affairs;Paragraph 3;;;;;0;;original text;RCV;+;491;149;53
4318;103;2;22.11.2016;;European Central Bank annual report for 2015;;;;;;Non;Motion for resolution;s;Tremosa i Balcells;A8-0302/2016;2016/2063/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0302&language=EN;Committee on Economic and Monetary Affairs;Economic & monetary affairs;Paragraph 6;;;;;0;6;ENF;RCV;-;89;516;88
4319;103;3;22.11.2016;;European Central Bank annual report for 2015;;;;;;Non;Motion for resolution;s;Tremosa i Balcells;A8-0302/2016;2016/2063/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0302&language=EN;Committee on Economic and Monetary Affairs;Economic & monetary affairs;Paragraph 6;;;;;0;;original text;RCV;+;471;213;8
4320;103;4;22.11.2016;;European Central Bank annual report for 2015;;;;;;Non;Motion for resolution;s;Tremosa i Balcells;A8-0302/2016;2016/2063/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0302&language=EN;Committee on Economic and Monetary Affairs;Economic & monetary affairs;Paragraph 9;;;;;0;;original text;RCV;+;480;178;38
4321;103;5;22.11.2016;;European Central Bank annual report for 2015;;;;;;Non;Motion for resolution;s;Tremosa i Balcells;A8-0302/2016;2016/2063/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0302&language=EN;Committee on Economic and Monetary Affairs;Economic & monetary affairs;Paragraph 12;;;;;0;;original text;RCV;+;675;12;9
4322;103;6;22.11.2016;;European Central Bank annual report for 2015;;;;;;Non;Motion for resolution;s;Tremosa i Balcells;A8-0302/2016;2016/2063/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0302&language=EN;Committee on Economic and Monetary Affairs;Economic & monetary affairs;Paragraph 16;;;;;0;;original text;RCV;+;682;8;5
4323;103;7;22.11.2016;;European Central Bank annual report for 2015;;;;;;Non;Motion for resolution;s;Tremosa i Balcells;A8-0302/2016;2016/2063/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0302&language=EN;Committee on Economic and Monetary Affairs;Economic & monetary affairs;Recital P;;;;;0;5;ENF;RCV;-;74;589;32
4324;103;8;22.11.2016;;European Central Bank annual report for 2015;;;;;;Non;Motion for resolution;s;Tremosa i Balcells;A8-0302/2016;2016/2063/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0302&language=EN;Committee on Economic and Monetary Affairs;Economic & monetary affairs;Vote: resolution;;;;;1;;0;RCV;+;437;121;140
4325;103;1;22.11.2016;;Green Paper on Retail Financial Services;;;;;;Non;Motion for resolution;s;Ludvigsson;A8-0294/2016;2016/2056/NI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0294&language=EN;Committee on Economic and Monetary Affairs;Economic & monetary affairs;Paragraph 11;;;;;0;;original text;RCV;+;535;146;18
4326;103;2;22.11.2016;;Green Paper on Retail Financial Services;;;;;;Non;Motion for resolution;s;Ludvigsson;A8-0294/2016;2016/2056/NI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0294&language=EN;Committee on Economic and Monetary Affairs;Economic & monetary affairs;vote: resolution;;;;;1;;0;RCV;+;552;128;11
4327;103;1;22.11.2016;;European Defence Union;;;;;;Non;Motion for resolution;s;Paet;A8-0316/2016;2016/2052/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0316&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 1;;;;;0;;original text;RCV;+;456;213;26
4328;103;2;22.11.2016;;European Defence Union;;;;;;Non;Motion for resolution;s;Paet;A8-0316/2016;2016/2052/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0316&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 1;;;;;0;;original text;RCV;+;360;296;34
4329;103;3;22.11.2016;;European Defence Union;;;;;;Non;Motion for resolution;s;Paet;A8-0316/2016;2016/2052/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0316&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 2;;;;;0;;original text;RCV;+;453;197;44
4330;103;4;22.11.2016;;European Defence Union;;;;;;Non;Motion for resolution;s;Paet;A8-0316/2016;2016/2052/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0316&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 2;;;;;0;;original text;RCV;+;431;204;48
4331;103;5;22.11.2016;;European Defence Union;;;;;;Non;Motion for resolution;s;Paet;A8-0316/2016;2016/2052/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0316&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 4;;;;;0;;original text;RCV;-;283;394;18
4332;103;6;22.11.2016;;European Defence Union;;;;;;Non;Motion for resolution;s;Paet;A8-0316/2016;2016/2052/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0316&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 5;;;;;0;;original text;RCV;+;451;200;47
4333;103;7;22.11.2016;;European Defence Union;;;;;;Non;Motion for resolution;s;Paet;A8-0316/2016;2016/2052/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0316&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 6;;;;;0;;original text;RCV;+;470;195;27
4334;103;8;22.11.2016;;European Defence Union;;;;;;Non;Motion for resolution;s;Paet;A8-0316/2016;2016/2052/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0316&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 7;;;;;0;;original text;RCV;+;398;266;31
4335;103;9;22.11.2016;;European Defence Union;;;;;;Non;Motion for resolution;s;Paet;A8-0316/2016;2016/2052/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0316&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 9;;;;;0;;original text;RCV;+;422;238;37
4336;103;10;22.11.2016;;European Defence Union;;;;;;Non;Motion for resolution;s;Paet;A8-0316/2016;2016/2052/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0316&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 9;;;;;0;;original text;RCV;+;358;308;27
4337;103;11;22.11.2016;;European Defence Union;;;;;;Non;Motion for resolution;s;Paet;A8-0316/2016;2016/2052/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0316&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 11;;;;;0;;original text;RCV;+;406;232;60
4338;103;12;22.11.2016;;European Defence Union;;;;;;Non;Motion for resolution;s;Paet;A8-0316/2016;2016/2052/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0316&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 12;;;;;0;;original text;RCV;+;421;190;81
4339;103;13;22.11.2016;;European Defence Union;;;;;;Non;Motion for resolution;s;Paet;A8-0316/2016;2016/2052/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0316&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 16;;;;;0;;original text;RCV;+;466;200;29
4340;103;14;22.11.2016;;European Defence Union;;;;;;Non;Motion for resolution;s;Paet;A8-0316/2016;2016/2052/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0316&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 19;;;;;0;;original text;RCV;+;393;264;38
4341;103;15;22.11.2016;;European Defence Union;;;;;;Non;Motion for resolution;s;Paet;A8-0316/2016;2016/2052/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0316&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 20;;;;;0;;original text;RCV;-;267;379;49
4342;103;16;22.11.2016;;European Defence Union;;;;;;Non;Motion for resolution;s;Paet;A8-0316/2016;2016/2052/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0316&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 24;;;;;0;;original text;RCV;+;378;280;37
4343;103;17;22.11.2016;;European Defence Union;;;;;;Non;Motion for resolution;s;Paet;A8-0316/2016;2016/2052/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0316&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 28;;;;;0;;original text;RCV;+;355;303;33
4344;103;18;22.11.2016;;European Defence Union;;;;;;Non;Motion for resolution;s;Paet;A8-0316/2016;2016/2052/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0316&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 29;;;;;0;;original text;RCV;+;385;276;35
4345;103;19;22.11.2016;;European Defence Union;;;;;;Non;Motion for resolution;s;Paet;A8-0316/2016;2016/2052/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0316&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 34;;;;;0;;original text;RCV;+;483;187;27
4346;103;20;22.11.2016;;European Defence Union;;;;;;Non;Motion for resolution;s;Paet;A8-0316/2016;2016/2052/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0316&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 34;;;;;0;;original text;RCV;+;364;300;26
4347;103;21;22.11.2016;;European Defence Union;;;;;;Non;Motion for resolution;s;Paet;A8-0316/2016;2016/2052/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0316&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 35;;;;;0;;original text;RCV;+;442;220;36
4348;103;22;22.11.2016;;European Defence Union;;;;;;Non;Motion for resolution;s;Paet;A8-0316/2016;2016/2052/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0316&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 36;;;;;0;;original text;RCV;+;442;159;87
4349;103;23;22.11.2016;;European Defence Union;;;;;;Non;Motion for resolution;s;Paet;A8-0316/2016;2016/2052/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0316&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 40;;;;;0;;original text;RCV;+;457;202;36
4350;103;24;22.11.2016;;European Defence Union;;;;;;Non;Motion for resolution;s;Paet;A8-0316/2016;2016/2052/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0316&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 40;;;;;0;;original text;RCV;+;399;266;26
4351;103;25;22.11.2016;;European Defence Union;;;;;;Non;Motion for resolution;s;Paet;A8-0316/2016;2016/2052/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0316&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 47;;;;;0;;original text;RCV;+;344;313;33
4352;103;26;22.11.2016;;European Defence Union;;;;;;Non;Motion for resolution;s;Paet;A8-0316/2016;2016/2052/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0316&language=EN;Committee on Foreign Affairs;Foreign and security policy;Recital D;;;;;0;;original text;RCV;-;300;381;10
4353;103;27;22.11.2016;;European Defence Union;;;;;;Non;Motion for resolution;s;Paet;A8-0316/2016;2016/2052/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0316&language=EN;Committee on Foreign Affairs;Foreign and security policy;Recital G;;;;;0;;original text;RCV;+;382;279;29
4354;103;28;22.11.2016;;European Defence Union;;;;;;Non;Motion for resolution;s;Paet;A8-0316/2016;2016/2052/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0316&language=EN;Committee on Foreign Affairs;Foreign and security policy;Recital K;;;;;0;;original text;RCV;+;426;239;32
4355;103;29;22.11.2016;;European Defence Union;;;;;;Non;Motion for resolution;s;Paet;A8-0316/2016;2016/2052/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0316&language=EN;Committee on Foreign Affairs;Foreign and security policy;vote: resolution;;;;;1;;0;RCV;+;369;255;70
4356;103;1;22.11.2016;;Unleashing the potential of waterborne passenger transport;;;;;;Non;Motion for resolution;s;Taylor;A8-0306/2016;2015/2350/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0306&language=EN;Committee on Transport and Tourism;Transport & tourism;Paragraph 14;;;;;0;;original text;RCV;+;564;100;33
4357;103;2;22.11.2016;;Unleashing the potential of waterborne passenger transport;;;;;;Non;Motion for resolution;s;Taylor;A8-0306/2016;2015/2350/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0306&language=EN;Committee on Transport and Tourism;Transport & tourism;Paragraph 18;;;;;0;;original text;RCV;+;576;102;14
4358;103;3;22.11.2016;;Unleashing the potential of waterborne passenger transport;;;;;;Non;Motion for resolution;s;Taylor;A8-0306/2016;2015/2350/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0306&language=EN;Committee on Transport and Tourism;Transport & tourism;Paragraph 19;;;;;0;;original text;RCV;+;583;77;35
4359;103;4;22.11.2016;;Unleashing the potential of waterborne passenger transport;;;;;;Non;Motion for resolution;s;Taylor;A8-0306/2016;2015/2350/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0306&language=EN;Committee on Transport and Tourism;Transport & tourism;vote: resolution;;;;;1;;0;RCV;+;551;82;64
4360;103;1;22.11.2016;;Increasing the effectiveness of development cooperation;;;;;;Non;Motion for resolution;s;Preda;A8-0322/2016;2016/2139/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0322&language=EN;Committee on Development;Development;Paragraph 5;;;;;0;;original text;RCV;+;607;40;47
4361;103;2;22.11.2016;;Increasing the effectiveness of development cooperation;;;;;;Non;Motion for resolution;s;Preda;A8-0322/2016;2016/2139/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0322&language=EN;Committee on Development;Development;Paragraph 5;;;;;0;;original text;RCV;+;547;102;27
4362;103;3;22.11.2016;;Increasing the effectiveness of development cooperation;;;;;;Non;Motion for resolution;s;Preda;A8-0322/2016;2016/2139/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0322&language=EN;Committee on Development;Development;Paragraph 28;;;;;0;;original text;RCV;+;637;32;15
4363;103;4;22.11.2016;;Increasing the effectiveness of development cooperation;;;;;;Non;Motion for resolution;s;Preda;A8-0322/2016;2016/2139/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0322&language=EN;Committee on Development;Development;Paragraph 28;;;;;0;;original text;RCV;+;570;92;28
4364;103;5;22.11.2016;;Increasing the effectiveness of development cooperation;;;;;;Non;Motion for resolution;s;Preda;A8-0322/2016;2016/2139/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0322&language=EN;Committee on Development;Development;vote: resolution;;;;;1;;0;RCV;+;545;39;92
4365;104;1;23.11.2016;;Rule 108: opinion from the Court of Justice on the compatibility with the Treaties of the proposed agreement between Canada and the European Union on a Comprehensive Economic and Trade Agreement (CETA);;;;;;Non;Motion for resolution;s;0;B8-1220/2016;2016/2981/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2016-1220&language=EN;0;Legal affairs;vote: resolution;;;;;1;;0;RCV;-;258;419;22
4366;104;1;23.11.2016;;Emissions of certain atmospheric pollutants;;;;;***I;Leg;Draft legislative resolution;s;Girling;A8-0249/2015;2013/0443/COD;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0249&language=EN;Committee on the Environment, Public Health and Food Safety;Environment & public health;vote: legislative resolution;;;;;1;;0;RCV;+;499;177;28
4367;104;1;23.11.2016;;Motions for resolutions - Finalisation of Basel III;;;;;;Non;Motion for resolution;s;0;B8-1226/2016;2016/2959/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2016-1226&language=EN;Committee on Economic and Monetary Affairs;Economic & monetary affairs;Paragraph 5;;;;;0;4;EUL/NGL;RCV;-;160;512;30
4368;104;2;23.11.2016;;Motions for resolutions - Finalisation of Basel III;;;;;;Non;Motion for resolution;s;0;B8-1226/2016;2016/2959/RSP;http://www.europarl.europa.eu/sides/getDoc.do?type=MOTION&reference=B8-2016-1226&language=EN;Committee on Economic and Monetary Affairs;Economic & monetary affairs;After recital B;;;;;0;1;EUL/NGL;RCV;-;190;330;174
4369;104;1;23.11.2016;;Implementation of the Common Security and Defence Policy;;;;;;Non;Motion for resolution;s;Pașcu;A8-0317/2016;2016/2067/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0317&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 6;;;;;0;;original text;RCV;+;620;55;19
4370;104;2;23.11.2016;;Implementation of the Common Security and Defence Policy;;;;;;Non;Motion for resolution;s;Pașcu;A8-0317/2016;2016/2067/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0317&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 9;;;;;0;;original text;RCV;+;515;153;27
4371;104;3;23.11.2016;;Implementation of the Common Security and Defence Policy;;;;;;Non;Motion for resolution;s;Pașcu;A8-0317/2016;2016/2067/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0317&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 10;;;;;0;;original text;RCV;+;444;233;17
4372;104;4;23.11.2016;;Implementation of the Common Security and Defence Policy;;;;;;Non;Motion for resolution;s;Pașcu;A8-0317/2016;2016/2067/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0317&language=EN;Committee on Foreign Affairs;Foreign and security policy;After paragraph 10;;;;;0;14;Greens/ EFA;RCV;-;89;576;34
4373;104;5;23.11.2016;;Implementation of the Common Security and Defence Policy;;;;;;Non;Motion for resolution;s;Pașcu;A8-0317/2016;2016/2067/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0317&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 11;;;;;0;;original text;RCV;+;523;158;17
4374;104;6;23.11.2016;;Implementation of the Common Security and Defence Policy;;;;;;Non;Motion for resolution;s;Pașcu;A8-0317/2016;2016/2067/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0317&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 11;;;;;0;;original text;RCV;+;425;208;61
4375;104;7;23.11.2016;;Implementation of the Common Security and Defence Policy;;;;;;Non;Motion for resolution;s;Pașcu;A8-0317/2016;2016/2067/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0317&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 12;;;;;0;15;Greens/ EFA;RCV;-;97;559;40
4376;104;8;23.11.2016;;Implementation of the Common Security and Defence Policy;;;;;;Non;Motion for resolution;s;Pașcu;A8-0317/2016;2016/2067/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0317&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 12;;;;;0;;original text;RCV;+;426;244;27
4377;104;9;23.11.2016;;Implementation of the Common Security and Defence Policy;;;;;;Non;Motion for resolution;s;Pașcu;A8-0317/2016;2016/2067/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0317&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 13;;;;;0;16;Greens/ EFA;RCV;-;132;487;75
4378;104;10;23.11.2016;;Implementation of the Common Security and Defence Policy;;;;;;Non;Motion for resolution;s;Pașcu;A8-0317/2016;2016/2067/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0317&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 13;;;;;0;;original text;RCV;+;410;270;16
4379;104;11;23.11.2016;;Implementation of the Common Security and Defence Policy;;;;;;Non;Motion for resolution;s;Pașcu;A8-0317/2016;2016/2067/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0317&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 14;;;;;0;17;Greens/ EFA;RCV;-;120;485;95
4380;104;12;23.11.2016;;Implementation of the Common Security and Defence Policy;;;;;;Non;Motion for resolution;s;Pașcu;A8-0317/2016;2016/2067/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0317&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 15;;;;;0;39S;EUL/NGL;RCV;-;181;487;29
4381;104;13;23.11.2016;;Implementation of the Common Security and Defence Policy;;;;;;Non;Motion for resolution;s;Pașcu;A8-0317/2016;2016/2067/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0317&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 15;;;;;0;18;Greens/ EFA;RCV;-;169;475;57
4382;104;14;23.11.2016;;Implementation of the Common Security and Defence Policy;;;;;;Non;Motion for resolution;s;Pașcu;A8-0317/2016;2016/2067/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0317&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 19;;;;;0;40S;EUL/NGL;RCV;-;190;487;23
4383;104;15;23.11.2016;;Implementation of the Common Security and Defence Policy;;;;;;Non;Motion for resolution;s;Pașcu;A8-0317/2016;2016/2067/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0317&language=EN;Committee on Foreign Affairs;Foreign and security policy;After paragraph 22;;;;;0;41;EUL/NGL;RCV;-;94;514;89
4384;104;16;23.11.2016;;Implementation of the Common Security and Defence Policy;;;;;;Non;Motion for resolution;s;Pașcu;A8-0317/2016;2016/2067/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0317&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 23;;;;;0;19;Greens/ EFA;RCV;-;94;536;65
4385;104;17;23.11.2016;;Implementation of the Common Security and Defence Policy;;;;;;Non;Motion for resolution;s;Pașcu;A8-0317/2016;2016/2067/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0317&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 29;;;;;0;23;Greens/ EFA;RCV;-;103;502;95
4386;104;18;23.11.2016;;Implementation of the Common Security and Defence Policy;;;;;;Non;Motion for resolution;s;Pașcu;A8-0317/2016;2016/2067/INI;http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0317&language=EN;Committee on Foreign Affairs;Foreign and security policy;Paragraph 29;;;;;0;42;EUL/NGL;RCV;-;151;502;46
